Msex2.02682,jdp
Msex2.06903,nrv3
Msex2.01622,CG30460
Msex2.01625,CG16926
Msex2.01624,SdhA
Msex2.06907,wb
Msex2.06906,Lamp1
Msex2.09455,CG18659
Msex2.04234,mEFTu2
Msex2.04237,Spn77Ba
Msex2.04236,Hr51
Msex2.04233,CG9062
Msex2.09459,Sec23
Msex2.05012,CG30429
Msex2.05013,mRpS22
Msex2.05010,lbk
Msex2.05011,Orai
Msex2.05016,DAT
Msex2.05014,CG4622
Msex2.05015,CG13585
Msex2.11852,Pdp1
Msex2.05018,CG8003
Msex2.05019,Doc1
Msex2.01484,SP2353
Msex2.01487,DNApol-epsilon58
Msex2.01486,CG8399
Msex2.10459,Kdm4B
Msex2.10106,CG6180
Msex2.10455,Scgbeta
Msex2.10456,CG11843
Msex2.10457,MED28
Msex2.10102,Cngl
Msex2.10451,kin17
Msex2.10452,uex
Msex2.12582,CG3756
Msex2.07504,CG4757
Msex2.07505,spz6
Msex2.05891,nab
Msex2.06274,Cpsf160
Msex2.06273,Atg13
Msex2.06272,galla-1
Msex2.06271,RpS11
Msex2.06270,ssp3
Msex2.05896,Naam
Msex2.13752,CG14830
Msex2.13753,BORCS7
Msex2.00998,Ero1L
Msex2.00999,Tsp42Ed
Msex2.00995,CG7912
Msex2.13758,tho2
Msex2.00997,CG42663
Msex2.00990,Dscam3
Msex2.01113,yellow-h
Msex2.10948,Prip
Msex2.06722,RpL40
Msex2.02598,CG3108
Msex2.02599,CG5808
Msex2.02594,run
Msex2.02595,RunxA
Msex2.02592,fl(2)d
Msex2.01116,CG10311
Msex2.03973,Vha16-1
Msex2.03972,CG12325
Msex2.03975,CG7840
Msex2.03974,Ostgamma
Msex2.03979,fd3F
Msex2.10942,CG5038
Msex2.14907,Traf4
Msex2.02370,Cep135
Msex2.02371,CG12341
Msex2.02376,GstO3
Msex2.02377,dup
Msex2.02379,NoSymbolFound
Msex2.07453,Pits
Msex2.10646,Eip93F
Msex2.01331,fry
Msex2.04797,Spg7
Msex2.01330,CNMaR
Msex2.06104,DppIII
Msex2.11684,Tsr1
Msex2.08207,IntS4
Msex2.00054,REPTOR-BP
Msex2.00057,Gcn5
Msex2.00056,CapaR
Msex2.00051,atms
Msex2.00050,CG16721
Msex2.00053,Stim
Msex2.00052,Nap1
Msex2.08262,Pex3
Msex2.08263,FucTA
Msex2.00059,msps
Msex2.00058,gol
Msex2.08264,CG14671
Msex2.08265,Saf-B
Msex2.09029,Xe7
Msex2.09022,Socs16D
Msex2.09020,MED23
Msex2.14018,CG17272
Msex2.14012,CG4511
Msex2.09556,CG11123
Msex2.00239,CG12869
Msex2.00238,Parp16
Msex2.10642,CG42249
Msex2.00231,grh
Msex2.00230,wry
Msex2.00233,eEF1delta
Msex2.00235,CkIIalpha
Msex2.00234,CG10189
Msex2.00237,tgo
Msex2.00236,l(3)76BDm
Msex2.11193,Idh3b
Msex2.11622,meigo
Msex2.08198,Karybeta3
Msex2.08199,Pcyt2
Msex2.11626,CG31915
Msex2.11627,S-Lap2
Msex2.11628,CG14964
Msex2.08195,Sec5
Msex2.08196,CG5916
Msex2.08197,CG7394
Msex2.08190,Ptpa
Msex2.08191,CAHbeta
Msex2.08192,CG11825
Msex2.08193,ana1
Msex2.08537,Cda9
Msex2.13450,m-cup
Msex2.13327,CG10737
Msex2.11997,RpII15
Msex2.11994,Gapvd1
Msex2.11995,RpS23
Msex2.11444,CG13857
Msex2.11445,Atf6
Msex2.11446,Torsin
Msex2.11442,CG42784
Msex2.11443,ema
Msex2.05469,MESR6
Msex2.05468,LamC
Msex2.05463,CG3356
Msex2.05461,Shark
Msex2.05460,CG6739
Msex2.05467,Mtr4
Msex2.05466,CG4587
Msex2.05464,ptc
Msex2.06585,CG14688
Msex2.10059,RluA-1
Msex2.06587,Gyf
Msex2.01548,Nrd1
Msex2.15116,NoSymbolFound
Msex2.06049,eEF1beta
Msex2.01018,Pi3K92E
Msex2.01019,w
Msex2.01540,PIG-L
Msex2.01541,Vps37B
Msex2.01014,CG4036
Msex2.01015,DCX-EMAP
Msex2.01012,Tsp29Fb
Msex2.01011,Tsp29Fa
Msex2.07313,adp
Msex2.07311,CG32069
Msex2.07310,Zn72D
Msex2.07317,Obp58b
Msex2.07314,CG15084
Msex2.07318,fsd
Msex2.15113,spo
Msex2.11609,CG3520
Msex2.02541,zetaCOP
Msex2.08855,ADD1
Msex2.08851,CG5160
Msex2.08850,GlnRS
Msex2.08853,mIF3
Msex2.13108,psidin
Msex2.13105,wkd
Msex2.06588,CG43693
Msex2.10719,CG12964
Msex2.10712,CG8028
Msex2.10716,AstC-R2
Msex2.10715,CG3345
Msex2.02167,CG5323
Msex2.02166,CG43317
Msex2.02164,CG15034
Msex2.02162,spab
Msex2.02161,qsm
Msex2.02160,CG13921
Msex2.00834,cmpy
Msex2.00830,CG7896
Msex2.02789,Atet
Msex2.02781,flr
Msex2.02787,GCC88
Msex2.02786,CG15120
Msex2.03568,ABCA
Msex2.03569,Usp15-31
Msex2.09819,eRF1
Msex2.03564,CG13773
Msex2.03565,mRpS7
Msex2.09815,VhaAC45
Msex2.09813,Hsc70-5
Msex2.03562,CG9391
Msex2.03563,zip
Msex2.12412,RpL5
Msex2.12410,brm
Msex2.12416,MED18
Msex2.12417,Rrp4
Msex2.12414,CG3527
Msex2.14713,CG7839
Msex2.05926,CG32276
Msex2.05925,B4
Msex2.05922,CG4752
Msex2.05920,Nsun2
Msex2.05928,eya
Msex2.03780,Dlc90F
Msex2.03781,cic
Msex2.03782,CG4042
Msex2.03787,shg
Msex2.11291,CG9175
Msex2.11290,CG17068
Msex2.11292,NFAT
Msex2.11296,sona
Msex2.11299,Gclm
Msex2.04789,ftz-f1
Msex2.04036,CG32603
Msex2.04039,Cdk8
Msex2.04786,path
Msex2.04781,dos
Msex2.04782,CG44094
Msex2.05251,Claspin
Msex2.05252,CG12173
Msex2.05253,tara
Msex2.05255,CG31368
Msex2.05256,mthl5
Msex2.05258,pug
Msex2.05259,spn-E
Msex2.13929,CG1703
Msex2.08524,Rich
Msex2.08035,bi
Msex2.08520,muskelin
Msex2.08523,BicD
Msex2.08529,CG8726
Msex2.13924,CG13315
Msex2.04257,ND-MLRQ
Msex2.04256,mats
Msex2.04255,SF1
Msex2.04254,His2Av
Msex2.04252,SPARC
Msex2.04250,rin
Msex2.04259,CG14853
Msex2.04258,ALiX
Msex2.00554,NoSymbolFound
Msex2.05075,Ogg1
Msex2.05076,gd
Msex2.05070,Rbp
Msex2.00551,how
Msex2.00553,Nse1
Msex2.11874,Rlip
Msex2.11877,CG32036
Msex2.05078,Ptip
Msex2.00559,pit
Msex2.11873,Golgin84
Msex2.10476,NoSymbolFound
Msex2.10477,CG9932
Msex2.10474,Atg4a
Msex2.10475,CG12547
Msex2.10473,CG7115
Msex2.10470,Ziz
Msex2.10478,TfIIS
Msex2.10479,l(2)34Fc
Msex2.06783,SMC2
Msex2.06782,Nup133
Msex2.06780,CG5910
Msex2.06788,side-IV
Msex2.05780,dpr21
Msex2.06258,CG6282
Msex2.01209,GlcAT-I
Msex2.06113,SMSr
Msex2.06251,Sulf1
Msex2.06250,CG43295
Msex2.06252,CG30016
Msex2.06255,CG31751
Msex2.06526,CG12007
Msex2.06525,Rpn7
Msex2.06256,Nox
Msex2.07788,AnxB10
Msex2.07789,CG10516
Msex2.07784,P32
Msex2.07787,Pat1
Msex2.07780,CG6418
Msex2.07782,Pym
Msex2.07783,CG12863
Msex2.13255,rig
Msex2.07128,CG14722
Msex2.07129,tim
Msex2.07120,NoSymbolFound
Msex2.07122,Alg-2
Msex2.07123,wol
Msex2.07124,Cubn
Msex2.07125,arr
Msex2.12771,CG7691
Msex2.09776,Uxs
Msex2.12770,CG10132
Msex2.02579,Ocho
Msex2.12776,Swim
Msex2.03957,bdg
Msex2.03956,CG10932
Msex2.03951,sxc
Msex2.03952,in
Msex2.12061,PCB
Msex2.03959,Dark
Msex2.03958,fzy
Msex2.12064,Snmp1
Msex2.12779,Orco
Msex2.08745,Dhc62B
Msex2.14961,Mzt1
Msex2.02314,Usp5
Msex2.02315,mRpS18A
Msex2.02317,dila
Msex2.02313,GstT3
Msex2.08741,Dab
Msex2.02318,dpn
Msex2.08740,CG14906
Msex2.08290,RpII18
Msex2.02708,T48
Msex2.01564,PIG-S
Msex2.14388,MED8
Msex2.00560,GCS2beta
Msex2.00039,CG6951
Msex2.00038,CG13003
Msex2.00037,Naa15-16
Msex2.00565,Or94b
Msex2.00034,CG31036
Msex2.00032,Hipk
Msex2.00031,dap
Msex2.03049,Hey
Msex2.03048,CG7154
Msex2.08208,CG2147
Msex2.08209,CG11999
Msex2.03043,cd
Msex2.03041,CG5001
Msex2.03040,Ada2a
Msex2.08200,CNPYb
Msex2.08201,CG2310
Msex2.03044,Uba5
Msex2.09000,Tpi
Msex2.09003,CG12746
Msex2.09002,CG9302
Msex2.09004,CG9083
Msex2.09558,nvy
Msex2.11608,HSPC300
Msex2.00782,pre-mod(mdg4)-I
Msex2.00786,pre-mod(mdg4)-X
Msex2.11602,anox
Msex2.11603,SLIRP1
Msex2.11600,Nedd4
Msex2.11601,Not11
Msex2.11604,CG5013
Msex2.11605,yip2
Msex2.06530,CG10492
Msex2.06531,Rpn3
Msex2.06532,CG5048
Msex2.03601,car
Msex2.04123,CG2016
Msex2.09912,CG13972
Msex2.01214,CG42675
Msex2.03523,ktub
Msex2.03700,Tat
Msex2.09910,Hph
Msex2.09917,Cog2
Msex2.06241,Ak3
Msex2.09916,DNApol-iota
Msex2.11464,hob
Msex2.01788,gek
Msex2.01789,CG5554
Msex2.01786,NC2alpha
Msex2.01787,lin
Msex2.01785,Bx42
Msex2.09919,Or43a
Msex2.09918,Or2a
Msex2.09432,CG5676
Msex2.05449,CG43778
Msex2.09434,CG15249
Msex2.05446,CG9555
Msex2.05441,sturkopf
Msex2.05440,CG33096
Msex2.05442,primo-1
Msex2.09436,apolpp
Msex2.03526,lilli
Msex2.01562,Indy
Msex2.01561,pon
Msex2.01566,Atx2
Msex2.06060,CG9143
Msex2.01565,CG30053
Msex2.01569,Vps45
Msex2.11697,b
Msex2.06069,CG11753
Msex2.07335,CycK
Msex2.07334,CG8199
Msex2.07336,Pez
Msex2.07333,CG33172
Msex2.07332,CG15601
Msex2.00738,TyrRS
Msex2.07339,Chpf
Msex2.07338,Arl6
Msex2.08830,CG13813
Msex2.13123,CG10064
Msex2.13124,Atg12
Msex2.13127,CG34279
Msex2.13126,dysf
Msex2.10739,Cp1
Msex2.10738,CG5800
Msex2.10734,Dcr-1
Msex2.10737,fmt
Msex2.10736,Tomosyn
Msex2.10731,CG14238
Msex2.10733,Uba4
Msex2.02140,Hmgcr
Msex2.02143,sel
Msex2.02142,Sin3A
Msex2.02145,exex
Msex2.02144,RabX1
Msex2.02146,enc
Msex2.12229,Mtor
Msex2.13386,CG9795
Msex2.13389,CG15186
Msex2.10617,Rrp1
Msex2.10614,Rep
Msex2.00819,FER
Msex2.00818,eIF2Balpha
Msex2.10615,CG15431
Msex2.12223,garz
Msex2.00811,beta-PheRS
Msex2.00810,CG34034
Msex2.00812,CG45050
Msex2.00815,CG33203
Msex2.00816,Doa
Msex2.12650,CG17549
Msex2.12651,lace
Msex2.12653,Bsg25D
Msex2.12654,Cht11
Msex2.12656,CG6495
Msex2.12657,CG17124
Msex2.14558,Sirt2
Msex2.11740,Trs33
Msex2.03230,smash
Msex2.03232,wtrw
Msex2.03233,unc79
Msex2.03236,thw
Msex2.03237,CG1785
Msex2.03238,CG11693
Msex2.03239,CG5886
Msex2.12380,CG15765
Msex2.12381,tio
Msex2.12386,SWIP
Msex2.03548,betaggt-II
Msex2.11589,tzn
Msex2.12475,CG7215
Msex2.12476,CG6325
Msex2.12472,CG31694
Msex2.12478,CG6617
Msex2.12479,akirin
Msex2.11588,Tgs1
Msex2.04014,dyw
Msex2.04016,CG13579
Msex2.04012,RfC38
Msex2.08549,Cog3
Msex2.08548,UQCR-C1
Msex2.08547,CG8026
Msex2.08010,CG42268
Msex2.08013,CG14721
Msex2.08012,Vha100-2
Msex2.08014,Vps60
Msex2.08541,AttA
Msex2.08016,Slc45-1
Msex2.04271,ato
Msex2.04275,Pxt
Msex2.11817,Dbp80
Msex2.11814,Scgdelta
Msex2.11813,CG34309
Msex2.11811,cag
Msex2.11810,CG34354
Msex2.11819,UQCR-Q
Msex2.11818,CG4882
Msex2.05278,htk
Msex2.05279,CG1646
Msex2.06404,Stip1
Msex2.05272,Sec10
Msex2.05271,CG14305
Msex2.05276,mRpL37
Msex2.05277,sip3
Msex2.05275,pnt
Msex2.01199,RpS19a
Msex2.01192,CG4313
Msex2.01190,moody
Msex2.01197,san
Msex2.01196,Hsl
Msex2.01195,WDR79
Msex2.09768,jbug
Msex2.09769,CG13247
Msex2.04903,Pepck1
Msex2.04902,NoSymbolFound
Msex2.04901,CG3309
Msex2.04900,CG11788
Msex2.04907,CG30197
Msex2.09765,CG4911
Msex2.04905,scra
Msex2.09767,CG42260
Msex2.05058,Tango2
Msex2.05059,Slimp
Msex2.00576,scrib
Msex2.00577,P5cr
Msex2.00574,MED4
Msex2.00575,Dnali1
Msex2.00572,Pxd
Msex2.05050,CG42797
Msex2.05051,vig
Msex2.01229,side-VII
Msex2.01225,ERR
Msex2.01224,bai
Msex2.06507,RagC-D
Msex2.01226,Cpsf100
Msex2.01221,CG45076
Msex2.06500,CAH1
Msex2.01223,ZnT86D
Msex2.01222,Rox8
Msex2.06963,CG3165
Msex2.06961,px
Msex2.11158,l(2)k14505
Msex2.01647,VhaSFD
Msex2.06966,stmA
Msex2.06964,CG15011
Msex2.06968,CG9492
Msex2.07103,Sec8
Msex2.07100,qjt
Msex2.07106,Cpr67B
Msex2.07104,Spindly
Msex2.02553,CG31515
Msex2.02556,Jasper
Msex2.02557,PIP5K59B
Msex2.02084,roq
Msex2.02086,CG1161
Msex2.02080,Sdhaf3
Msex2.02081,CalpC
Msex2.13716,CG5498
Msex2.02088,acj6
Msex2.02089,LanB2
Msex2.13247,Osi16
Msex2.12049,CG8671
Msex2.12048,crb
Msex2.15015,obst-B
Msex2.12044,CG7332
Msex2.12047,CG10914
Msex2.04377,dnc
Msex2.12040,CG6178
Msex2.12042,rst
Msex2.02339,CG5964
Msex2.02336,Su(z)12
Msex2.02337,CG2211
Msex2.02334,CG10584
Msex2.02332,CG3529
Msex2.02333,NoSymbolFound
Msex2.02330,CG4598
Msex2.02331,TbCMF46
Msex2.00186,Chd1
Msex2.04487,sina
Msex2.04484,mmd
Msex2.04485,CG17669
Msex2.04489,Rabex-5
Msex2.13708,CG31676
Msex2.09999,CG1317
Msex2.03681,Cyp303a1
Msex2.09992,CG11159
Msex2.09991,Apoltp
Msex2.03933,CG4332
Msex2.03684,luna
Msex2.03931,Rcd5
Msex2.03930,mRpL42
Msex2.13700,CG11475
Msex2.00010,CG44249
Msex2.13702,Gmap
Msex2.00015,v
Msex2.00014,CG10467
Msex2.00017,trpl
Msex2.00016,CG17746
Msex2.00019,trp
Msex2.00018,Tektin-C
Msex2.08227,CG43737
Msex2.08224,CG1815
Msex2.08222,CG4733
Msex2.03068,sun
Msex2.03064,Eaf6
Msex2.03067,Agpat3
Msex2.03066,gdl
Msex2.03063,Pex2
Msex2.08229,NoSymbolFound
Msex2.09575,CG7156
Msex2.09574,nahoda
Msex2.09577,Tmhs
Msex2.09578,Tektin-A
Msex2.13807,CG8031
Msex2.13804,Rab32
Msex2.01851,lok
Msex2.11668,Cdc7
Msex2.11669,CG3420
Msex2.11665,bif
Msex2.11666,P5CDh1
Msex2.11667,CG13926
Msex2.11660,Hrb27C
Msex2.01463,mus101
Msex2.13801,CG9799
Msex2.01462,Alg9
Msex2.06560,TwdlG
Msex2.10480,CG9967
Msex2.11480,NoSymbolFound
Msex2.08483,Megf8
Msex2.11482,RpL7
Msex2.08481,ninaA
Msex2.08486,mdy
Msex2.08487,slmo
Msex2.11486,slp2
Msex2.08485,tj
Msex2.11489,CG15141
Msex2.08488,MED11
Msex2.08489,RpL3
Msex2.01765,CG15185
Msex2.01766,Uvrag
Msex2.01767,RyR
Msex2.01768,GPHR
Msex2.01769,Gk2
Msex2.11551,UbcE2M
Msex2.05424,TM9SF2
Msex2.05423,mus201
Msex2.05422,Su(H)
Msex2.05421,ck
Msex2.05420,CG43896
Msex2.01505,CG2004
Msex2.01506,nolo
Msex2.01507,CG18675
Msex2.01500,lig
Msex2.10288,l(2)k09022
Msex2.01502,Herp
Msex2.09688,ND-23
Msex2.10828,twf
Msex2.10287,Ppt2
Msex2.09684,Ac78C
Msex2.09683,Cdep
Msex2.09682,CG31729
Msex2.09680,Gnf1
Msex2.03544,NoSymbolFound
Msex2.08810,Gasp
Msex2.08813,CG14767
Msex2.08812,CG12024
Msex2.08815,Ccz1
Msex2.08814,CG3149
Msex2.08817,mol
Msex2.08816,Efhc1.1
Msex2.08819,CG33557
Msex2.08818,NoSymbolFound
Msex2.03540,CG5098
Msex2.03541,B9d1
Msex2.02897,aralar1
Msex2.10754,CG6972
Msex2.10752,Uxt
Msex2.10751,pros
Msex2.12384,RnrL
Msex2.12385,Tbp
Msex2.07356,CG17570
Msex2.07352,Nost
Msex2.07351,Uros2
Msex2.12672,CG40228
Msex2.12673,udt
Msex2.12670,comt
Msex2.12677,sei
Msex2.12675,CG15432
Msex2.13503,x16
Msex2.13504,Cka
Msex2.03219,CG31221
Msex2.03213,CG6432
Msex2.03210,CG6454
Msex2.03211,Ms
Msex2.03217,lap
Msex2.03215,alphaSnap
Msex2.12458,Atg5
Msex2.12453,por
Msex2.12450,MED22
Msex2.12451,CG1344
Msex2.06420,EMC3
Msex2.04079,CG34117
Msex2.04078,CG7988
Msex2.04076,CG6040
Msex2.04075,Sfxn2
Msex2.04072,Haspin
Msex2.04070,CG8097
Msex2.14283,kkv
Msex2.08564,hfp
Msex2.04293,Pop5
Msex2.04292,rl
Msex2.04290,CG31106
Msex2.04297,Dredd
Msex2.04295,Bre1
Msex2.04294,CG11594
Msex2.05218,CG8405
Msex2.05214,Mfe2
Msex2.05210,CG1674
Msex2.05211,Gbeta13F
Msex2.05212,ABCD
Msex2.05213,Rab2
Msex2.06741,CG8654
Msex2.06740,Non3
Msex2.06746,S6kII
Msex2.06745,AIMP1
Msex2.06744,Scm
Msex2.06749,Pburs
Msex2.06748,ste24a
Msex2.09743,CG15022
Msex2.04929,Odc1
Msex2.04928,NoSymbolFound
Msex2.09216,Oseg5
Msex2.09217,Art3
Msex2.04925,CG34348
Msex2.04924,CG11170
Msex2.04927,CG18155
Msex2.04926,MED25
Msex2.04920,GlcT
Msex2.04923,CG8833
Msex2.04922,CG7083
Msex2.00590,Gdh
Msex2.00592,EloA
Msex2.00593,Atg16
Msex2.00594,neo
Msex2.00598,DIP-kappa
Msex2.11340,dpr11
Msex2.11346,Mnn1
Msex2.11345,CG42245
Msex2.06567,bma
Msex2.06566,CG7546
Msex2.06297,Aldh-III
Msex2.01244,CG14683
Msex2.06563,Gs2
Msex2.06562,CG12084
Msex2.06561,NoSymbolFound
Msex2.01240,mIF2
Msex2.06299,Rho1
Msex2.06298,CG8414
Msex2.01249,HmgZ
Msex2.06947,CG32533
Msex2.13087,eIF2Bbeta
Msex2.13084,CG13272
Msex2.13085,mura
Msex2.13080,mRpL48
Msex2.13081,Tom70
Msex2.07164,btn
Msex2.07165,east
Msex2.07166,mRpL49
Msex2.07167,Brms1
Msex2.07160,pcx
Msex2.07162,CG3719
Msex2.07163,Klc
Msex2.07168,sdt
Msex2.07169,slpr
Msex2.01100,RpL38
Msex2.02538,CG3770
Msex2.02539,Dll
Msex2.01101,Sirt7
Msex2.02534,pio
Msex2.02535,CG8172
Msex2.02537,Cul1
Msex2.02531,CG13581
Msex2.02533,CG8080
Msex2.13263,BRWD3
Msex2.13260,CG9485
Msex2.13267,apt
Msex2.13269,CG12911
Msex2.15035,brk
Msex2.15031,Bet5
Msex2.12020,Hira
Msex2.10938,CG4562
Msex2.10681,pdgy
Msex2.10934,CG6638
Msex2.10954,Eaf
Msex2.10930,CG30116
Msex2.01328,pins
Msex2.03663,Treh
Msex2.03661,lmd
Msex2.03912,CG6723
Msex2.03915,CG7071
Msex2.03914,ref(2)P
Msex2.03665,CG14445
Msex2.03916,Asap
Msex2.03918,Gp150
Msex2.03668,lid
Msex2.06114,Sh3beta
Msex2.10951,7B2
Msex2.01323,CG8854
Msex2.06444,CG10038
Msex2.01325,CG7182
Msex2.06110,cdm
Msex2.03007,CG11414
Msex2.03006,asp
Msex2.03005,ClC-b
Msex2.03004,CG7702
Msex2.03003,GATAd
Msex2.03002,CG8064
Msex2.03001,CG2246
Msex2.03000,TyrRS-m
Msex2.03009,Srp68
Msex2.14078,CG6565
Msex2.14079,mud
Msex2.14071,CG8202
Msex2.09544,CG34124
Msex2.00294,chinmo
Msex2.00292,RFeSP
Msex2.00291,spir
Msex2.09545,CG6115
Msex2.11130,CG5789
Msex2.11644,LysRS
Msex2.11645,Mo25
Msex2.11134,CG9518
Msex2.11643,CG7857
Msex2.11136,CG9514
Msex2.11641,CG9411
Msex2.11139,CG12398
Msex2.11648,CG2225
Msex2.06554,rdo
Msex2.14806,Plap
Msex2.13331,CG34260
Msex2.01749,htl
Msex2.13860,Gas41
Msex2.13862,CG7556
Msex2.01741,CG42571
Msex2.01746,Tfb1
Msex2.01747,Syx13
Msex2.01744,CG6512
Msex2.01745,bip2
Msex2.09515,Stam
Msex2.13441,EMC10
Msex2.09511,Arr1
Msex2.14042,RpS4
Msex2.05409,Rok
Msex2.05408,Trf2
Msex2.00439,mldr
Msex2.00433,CoRest
Msex2.05400,Fam92
Msex2.00430,CG32532
Msex2.00437,crn
Msex2.00436,Naa20A
Msex2.00435,e(y)3
Msex2.00434,CG1578
Msex2.08608,csw
Msex2.08609,blot
Msex2.08604,b6
Msex2.08606,CG32809
Msex2.01529,Rilpl
Msex2.01526,Ppa
Msex2.01522,Or67c
Msex2.01520,brp
Msex2.10515,CG34150
Msex2.10514,CG14483
Msex2.10516,ND-AGGG
Msex2.10510,jing
Msex2.12314,enok
Msex2.10519,CG31076
Msex2.10518,cindr
Msex2.10779,CG5214
Msex2.10778,CG15701
Msex2.10770,Dbp21E2
Msex2.10772,GABA-B-R3
Msex2.06171,CG3407
Msex2.06172,wde
Msex2.06174,CG14450
Msex2.06175,jim
Msex2.06177,SPoCk
Msex2.07371,otp
Msex2.07802,tra2
Msex2.07801,HPS4
Msex2.07372,CG15080
Msex2.07806,CG12659
Msex2.07377,Gadd45
Msex2.12869,Usp12-46
Msex2.07809,Drep4
Msex2.07808,CG32409
Msex2.13699,CG44085
Msex2.13691,CARPB
Msex2.13695,CG42671
Msex2.14871,CG8800
Msex2.12610,usp
Msex2.12611,Zw
Msex2.12612,EMC6
Msex2.12613,NSD
Msex2.13525,Paip2
Msex2.13526,Lsm12a
Msex2.03274,RpS30
Msex2.03275,CG8468
Msex2.03276,CG13907
Msex2.03277,CG34454
Msex2.03271,CG32816
Msex2.03273,Tango14
Msex2.02279,Gga
Msex2.02278,EMRE
Msex2.02273,Rpp20
Msex2.02277,fliI
Msex2.02276,mge
Msex2.02275,CG10082
Msex2.03490,tral
Msex2.03491,CG4842
Msex2.03493,RpL18
Msex2.03494,BHD
Msex2.03495,Cyt-c1
Msex2.03496,Art7
Msex2.04051,ND-B15
Msex2.04722,GAA1
Msex2.04053,CG11103
Msex2.04720,CG32354
Msex2.04054,CG1951
Msex2.04057,CG4781
Msex2.04056,Vang
Msex2.04059,Optix
Msex2.04058,defl
Msex2.13980,rgn
Msex2.11497,CG4238
Msex2.11496,Prx5
Msex2.10186,CG10927
Msex2.10187,SIFa
Msex2.10184,Lasp
Msex2.10185,gem
Msex2.10182,Rbcn-3B
Msex2.10183,CG13032
Msex2.10180,Pp2C1
Msex2.10181,mRpL18
Msex2.10189,didum
Msex2.05892,Klp61F
Msex2.05893,mas
Msex2.00603,trus
Msex2.05232,Ih
Msex2.00605,CG32436
Msex2.05230,Secp43
Msex2.05231,Bdp1
Msex2.00609,ATP6AP2
Msex2.11583,Abp1
Msex2.05238,PIG-O
Msex2.11586,Gorab
Msex2.06765,AnxB11
Msex2.09238,SmydA-8
Msex2.06761,Nos
Msex2.06760,CG13639
Msex2.06763,CG8138
Msex2.10989,CG12822
Msex2.09233,Pdhb
Msex2.10984,Vajk4
Msex2.09231,lab
Msex2.10982,Poxn
Msex2.10980,mus312
Msex2.09235,Mct1
Msex2.04947,wfs1
Msex2.09726,Jon65Aiv
Msex2.04944,Dop1R1
Msex2.09720,sn
Msex2.09721,lqf
Msex2.09722,CG15202
Msex2.04948,CG10055
Msex2.05092,CG9993
Msex2.05091,nesd
Msex2.05096,slx1
Msex2.05094,Pi4KIIIalpha
Msex2.05095,CG31223
Msex2.11369,CG31344
Msex2.11365,unc-45
Msex2.11364,CCT6
Msex2.11361,Osbp
Msex2.11360,CG11162
Msex2.11363,Pis
Msex2.11362,tyf
Msex2.04155,Vps2
Msex2.06424,Axn
Msex2.07494,MED21
Msex2.07490,PhKgamma
Msex2.07492,CG9164
Msex2.07493,Pop4
Msex2.07499,HDAC3
Msex2.03832,Dgk
Msex2.13060,JMJD7
Msex2.06548,zyd
Msex2.06819,CG17739
Msex2.06818,ric8a
Msex2.13065,MCU
Msex2.13066,Cpr73D
Msex2.06813,Nrt
Msex2.06812,Trap1
Msex2.06811,mam
Msex2.06810,CG6907
Msex2.06817,ND-39
Msex2.06816,NoSymbolFound
Msex2.06815,Sf3a2
Msex2.07639,CG1640
Msex2.07148,CG14591
Msex2.07149,IntS10
Msex2.07630,Hil
Msex2.07147,Col4a1
Msex2.07144,SelT
Msex2.07145,CG6153
Msex2.07634,CG14435
Msex2.07635,mgl
Msex2.07140,Mpp6
Msex2.07141,l(2)34Fd
Msex2.09762,CG15270
Msex2.02516,NoSymbolFound
Msex2.02041,Wnt4
Msex2.02042,Ndae1
Msex2.02043,mEFG1
Msex2.02044,Lrch
Msex2.02513,dpr4
Msex2.02510,Tace
Msex2.02047,al
Msex2.02048,eIF3h
Msex2.02049,hzg
Msex2.13207,pds5
Msex2.13200,CG13204
Msex2.09766,Rcd6
Msex2.13203,CG40498
Msex2.06421,CG9272
Msex2.03831,Dhfr
Msex2.01017,Nsun5
Msex2.03397,CG13917
Msex2.03396,Vap33
Msex2.03395,ave
Msex2.03394,SmydA-4
Msex2.03393,SmydA-1
Msex2.03643,Kdm2
Msex2.03390,ball
Msex2.12000,CkIIbeta
Msex2.12005,CG16787
Msex2.12004,Mvb12
Msex2.03399,Cp7Fc
Msex2.03398,metro
Msex2.06540,Nelf-E
Msex2.07805,Lgr1
Msex2.00125,Spx
Msex2.03029,CG1358
Msex2.05055,Rcp
Msex2.03021,CG42402
Msex2.03025,Nup43
Msex2.03024,conu
Msex2.03026,CG9752
Msex2.14090,Ppn
Msex2.14092,VhaPPA1-1
Msex2.14097,Tapdelta
Msex2.14098,CG44194
Msex2.14099,CG13126
Msex2.06509,PIG-T
Msex2.11116,CG11000
Msex2.06545,MEP-1
Msex2.11115,CG12163
Msex2.06505,RpLP0-like
Msex2.06504,14-3-3zeta
Msex2.05399,CG5446
Msex2.03340,sbm
Msex2.06506,Lpin
Msex2.03617,Nipsnap
Msex2.05390,l(2)37Cd
Msex2.05393,Nup93-1
Msex2.05392,CG43088
Msex2.05395,CG17486
Msex2.05394,Upf2
Msex2.05397,drongo
Msex2.03615,HP1b
Msex2.13842,CG6763
Msex2.13843,Obp84a
Msex2.01898,calypso
Msex2.01896,CG18004
Msex2.01897,clu
Msex2.01894,CG12091
Msex2.01895,AP-2alpha
Msex2.01892,CG4953
Msex2.01893,Der-2
Msex2.01891,rdgBbeta
Msex2.09530,CG13384
