GeneName	Orthologs	GeneSymbolOrthologs	Dmel_paralogs	GeneSymbolDmel_paralogs	ParalogsThatHaveOrthologs	GeneSymbolParalogs
AGAP007220	FBgn0030801	Rcp	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP029058	geneIDnotMapped	-	-	-	-	-
AGAP007221	FBgn0035235	CG7879	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007223	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007224	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007225	NoDirectOrtholog	NULL	-	-	HasParalogButNoOrthologOfParalogs	NULL
AGAP007226	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007227	NoDirectOrtholog	NULL	-	-	HasParalogButNoChanceOfOrthologOfParalogs	NULL
AGAP007228	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007229	NoDirectOrtholog	NULL	-	-	HasParalogButNoChanceOfOrthologOfParalogs	NULL
AGAP007230	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007231	NoDirectOrtholog	NULL	-	-	HasParalogButNoChanceOfOrthologOfParalogs	NULL
AGAP007232	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007233	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007234	NoDirectOrtholog	NULL	-	-	HasParalogButNoOrthologOfParalogs	NULL
AGAP007235	NoDirectOrtholog	NULL	-	-	HasParalogButNoOrthologOfParalogs	NULL
AGAP007236	NoDirectOrtholog	NULL	-	-	HasParalogButNoOrthologOfParalogs	NULL
AGAP007237	FBgn0011828	Pxn	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007238	FBgn0035356	CG16986	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007239	FBgn0028504	CG12182	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007240	FBgn0062517	CG16984	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007241	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007242	FBgn0035987	Cpsf5	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007243	FBgn0020369	Rpt6	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007244	FBgn0032298	CG6724	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007245	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007246	FBgn0261933	SmD1	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007247	FBgn0013303	Nca	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007248	FBgn0036926	CG7646	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007249	FBgn0005633	fln	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007250	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007251	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007252	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007253	FBgn0035400	CG11537	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007254	FBgn0032050	CG13096	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007255	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007256	FBgn0027594	drpr	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007257	FBgn0036193	CG14135	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007258	FBgn0024957	Irp-1B	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007259	FBgn0037313	CG1161	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007262	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007263	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007264	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007265	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007266	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007269	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007270	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007271	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007272	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007273	FBgn0034291	CG5770	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007274	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007275	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP028465	geneIDnotMapped	-	-	-	-	-
AGAP007276	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007279	FBgn0026160	tna	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007280	FBgn0002926	ndl	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007281	FBgn0038859	Obp93a	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007282	NoDirectOrtholog	NULL	-	-	HasParalogButNoChanceOfOrthologOfParalogs	NULL
AGAP007283	FBgn0034769	Obp58c	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007284	FBgn0036560	CG5895	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007285	FBgn0036169	NoSymbolFound	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007286	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007287	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007288	FBgn0029839	CG4660	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007289	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007290	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007291	NoDirectOrtholog	NULL	-	-	HasParalogButNoChanceOfOrthologOfParalogs	NULL
AGAP007292	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007293	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007294	FBgn0260635	Diap1	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007295	FBgn0036254	CG5645	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007296	FBgn0036255	Atg12	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007297	FBgn0011455	ND-SGDH	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007298	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007299	FBgn0026252	msk	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007300	FBgn0037083	NoSymbolFound	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007301	FBgn0033092	Rpp25	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007302	FBgn0259977	Tdc1	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007303	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007304	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007305	FBgn0050446	Tdc2	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007306	FBgn0259483	Mob4	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007307	FBgn0085421	Epac	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007308	FBgn0032473	kmg	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007309	FBgn0014028	SdhB	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007310	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007311	FBgn0265003	koi	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007312	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007313	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007314	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007315	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007316	FBgn0035719	tow	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007317	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007318	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007319	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007320	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007321	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007322	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007323	FBgn0041237	Gr58c	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007324	FBgn0033104	CG15237	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007325	FBgn0260944	Rbp1	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007326	FBgn0033450	Lsm11	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007327	FBgn0000567	Eip74EF	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007331	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007332	FBgn0035879	GAPcenA	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007333	FBgn0015806	NoSymbolFound	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007334	FBgn0035638	Tektin-C	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007335	FBgn0086694	Bre1	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007336	FBgn0259173	corn	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007337	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007338	FBgn0033324	CG14744	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007339	FBgn0010423	TpnC47D	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP028466	geneIDnotMapped	-	-	-	-	-
AGAP007340	FBgn0264574	Glut1	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007341	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007342	FBgn0035142	Hipk	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007343	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007344	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007345	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007346	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007347	FBgn0034092	CG7798	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007348	FBgn0051638	CG31638	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007349	FBgn0028573	prc	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007353	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007354	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007355	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007356	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007357	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007358	FBgn0036289	CG10657	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007359	FBgn0035544	CG15021	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007361	FBgn0035771	Sec63	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007362	FBgn0035772	Sh3beta	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007363	FBgn0034543	galla-1	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007364	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007365	FBgn0000615	exu	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007366	FBgn0035020	CG13585	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007367	FBgn0034136	DAT	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007368	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007369	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007370	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007371	FBgn0029836	CG5928	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007372	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007373	FBgn0029837	Tsp5D	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007374	FBgn0034605	Ugt49C1	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007375	FBgn0034269	Hyccin	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP013291	FBgn0260859	Bet3	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007376	FBgn0035993	Nf-YA	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007377	FBgn0040305	MTF-1	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007378	FBgn0039859	CG11539	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP013544	FBgn0030737	NoSymbolFound	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007379	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007380	FBgn0027785	NP15.6	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007381	FBgn0036919	Grasp65	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007382	FBgn0034542	Fem-1	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007383	FBgn0034541	CG13437	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007384	FBgn0034540	Lrt	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007385	FBgn0034539	CG11159	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007386	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007387	FBgn0034537	DMAP1	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007388	FBgn0033661	CG13185	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007389	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007390	FBgn0033050	Pngl	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007391	FBgn0033086	CG9410	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007392	FBgn0033089	CG17266	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007393	FBgn0033663	ERp60	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007394	FBgn0031851	Aatf	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007395	FBgn0035111	Dis3l2	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007396	FBgn0028582	lqf	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007397	FBgn0061361	CG33786	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007398	FBgn0034535	CG11110	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007399	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007400	FBgn0036875	CG9449	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007401	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007402	FBgn0030657	cerv	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007403	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007405	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007406	FBgn0000556	NoSymbolFound	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007407	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007408	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007409	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007410	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007411	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007412	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007413	FBgn0260959	MCPH1	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007414	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007415	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007416	FBgn0033668	exp	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007417	FBgn0035689	CG7376	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007418	FBgn0033669	PI31	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007419	FBgn0034129	Parp16	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007420	FBgn0019948	NoSymbolFound	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007421	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007422	FBgn0034962	MAN1	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007423	FBgn0033890	Ctf4	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007439	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007440	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007442	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007443	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007445	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007446	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007450	FBgn0027788	Hey	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007451	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007452	FBgn0261547	Exn	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007453	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007454	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007455	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007456	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007457	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007458	FBgn0037384	dgrn	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007459	FBgn0035741	BBS1	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007460	FBgn0010387	Acbp2	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007461	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007462	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007463	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007464	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007465	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007466	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007467	NoDirectOrtholog	NULL	-	-	HasParalogButNoChanceOfOrthologOfParalogs	NULL
AGAP007468	NoDirectOrtholog	NULL	-	-	HasParalogButNoOrthologOfParalogs	NULL
AGAP007469	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007470	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007471	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007472	FBgn0023001	melt	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007473	FBgn0013269	Fkbp39	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007474	FBgn0260442	rhea	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007475	FBgn0035588	CG10672	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007476	FBgn0035590	Prpk	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007477	FBgn0260985	RfC4	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007478	FBgn0003520	stau	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007479	FBgn0036157	CG7560	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007480	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007481	FBgn0043001	Chrac-16	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007482	FBgn0035762	Rint1	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007483	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007484	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007485	FBgn0034626	CG10795	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007486	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007487	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007488	FBgn0033628	CG13203	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007489	FBgn0262169	magu	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007490	FBgn0030889	CG15373	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007491	FBgn0033814	Qsox1	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007492	FBgn0035827	Srp9	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007493	FBgn0032014	CG7840	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007494	FBgn0024754	Flo1	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007495	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007496	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007497	FBgn0039386	CG5948	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007498	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007499	FBgn0033755	ClC-b	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007500	FBgn0010238	Lac	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007501	FBgn0025712	CG13920	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007502	FBgn0004378	Klp61F	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007503	FBgn0085451	htk	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007504	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007505	FBgn0038738	CG4572	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007506	FBgn0031286	CG3862	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007507	FBgn0031357	mRpL48	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007508	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007509	FBgn0025621	CG16989	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007510	FBgn0050467	CG30467	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007511	FBgn0052344	CG32344	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007512	FBgn0004373	fwd	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007513	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007514	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007515	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007516	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007517	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007518	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007519	FBgn0039555	mRpS22	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007520	FBgn0052250	PMP34	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007521	FBgn0260936	scny	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007522	FBgn0003008	or	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007523	FBgn0265434	zip	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007524	FBgn0037026	CG3634	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007525	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007529	FBgn0261284	bou	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007530	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007531	FBgn0039993	CG17691	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007532	FBgn0004397	Vinc	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007533	FBgn0002905	DNApol-theta	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP013228	FBgn0039145	CG6000	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007534	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007535	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007536	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007537	FBgn0036814	CG14073	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007538	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007539	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007540	FBgn0031314	IntS14	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007541	FBgn0037051	CG10565	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007542	FBgn0035251	Vta1	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007543	FBgn0040308	Jafrac2	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007544	FBgn0033526	Caf1-105	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007545	FBgn0013997	Nrx-IV	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007546	FBgn0052099	CG32099	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007547	FBgn0036259	CG9760	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007548	FBgn0036260	Rh7	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007549	FBgn0039896	yellow-h	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007550	FBgn0027843	CAH2	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007551	FBgn0035998	CG3437	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007552	FBgn0043069	MESK4	['FBgn0043069', 'FBgn0051274']	['MESK4', 'CG31274']	NoNeedOfParalogs	NULL
AGAP007553	FBgn0038460	CG18622	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007556	FBgn0035410	CG14964	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007557	NoDirectOrtholog	NULL	-	-	FBgn0035176	CG13905
AGAP007558	FBgn0035176	CG13905	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007560	FBgn0035308	CG15822	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007562	FBgn0052311	zormin	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007563	FBgn0086906	sls	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007564	FBgn0036780	CG7330	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007565	FBgn0002174	CG5504	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007566	FBgn0004832	Xpac	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007567	FBgn0033476	oys	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007568	FBgn0259876	Cap-G	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007569	FBgn0261858	Mzt1	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007570	FBgn0033473	CG12128	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007571	FBgn0033475	CG12129	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007572	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP007573	FBgn0034976	CG4049	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007574	FBgn0030605	ND-B18	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007575	FBgn0037087	CG7519	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007576	FBgn0035703	CG8270	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007577	FBgn0054015	CG34015	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007578	FBgn0035704	Vps8	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007579	FBgn0261111	BHD	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007580	FBgn0035753	RpL18	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007581	FBgn0035392	CG1271	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007582	FBgn0002909	mus312	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007583	FBgn0031412	CG16995	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007584	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
