7165:000000 AGAP000002
7165:001038 AGAP004702
7165:001039 AGAP004703
7165:00103a AGAP004704
7165:00103b AGAP004706
7165:00103c AGAP004707
7165:00103d AGAP004708
7165:00103e AGAP004709
7165:00103f AGAP004710
7165:001040 AGAP004711
7165:001041 AGAP004712
7165:001042 AGAP004713
7165:001043 AGAP004714
7165:001044 AGAP004715
7165:001045 AGAP004716
7165:001046 AGAP004717
7165:001047 AGAP004718
7165:001048 AGAP004719
7165:001049 AGAP004720
7165:00104a AGAP004721
7165:00104b AGAP004722
7165:00104c AGAP004723
7165:00104d AGAP004724
7165:00104e AGAP004725
7165:00104f AGAP004726
7165:001050 AGAP004727
7165:001051 AGAP004728
7165:001052 AGAP004729
7165:001053 AGAP004730
7165:001054 AGAP004731
7165:001055 AGAP004732
7165:001056 AGAP004733
7165:001057 AGAP004734
7165:001058 AGAP004735
7165:001059 AGAP004736
7165:00105a AGAP004737
7165:00105b AGAP004738
7165:00105c AGAP004739
7165:00105d AGAP004740
7165:00105e AGAP004741
7165:00105f AGAP004742
7165:001060 AGAP004743
7165:001061 AGAP004744
7165:001062 AGAP004745
7165:001063 AGAP004746
7165:001064 AGAP004747
7165:001065 AGAP004748
7165:001066 AGAP004749
7165:001067 AGAP004750
7165:001068 AGAP004751
7165:001069 AGAP004752
7165:00106a AGAP004753
7165:00106b AGAP004754
7165:00106c AGAP004755
7165:00106d AGAP004756
7165:00106e AGAP004757
7165:00106f AGAP004758
7165:001070 AGAP004759
7165:001071 AGAP004760
7165:001072 AGAP004761
7165:001073 AGAP004762
7165:001074 AGAP004763
7165:001075 AGAP004764
7165:001076 AGAP004765
7165:001077 AGAP004766
7165:001078 AGAP004767
7165:001079 AGAP004768
7165:00107a AGAP004769
7165:00107b AGAP004770
7165:00107c AGAP004771
7165:00107d AGAP004772
7165:00107e AGAP004773
7165:00107f AGAP004774
7165:001080 AGAP004775
7165:001081 AGAP004776
7165:001082 AGAP004777
7165:001083 AGAP004778
7165:001084 AGAP004780
7165:001085 AGAP004781
7165:001086 AGAP004782
7165:001087 AGAP004783
7165:001088 AGAP004784
7165:001089 AGAP004785
7165:00108a AGAP004786
7165:00108b AGAP004787
7165:00108c AGAP004788
7165:00108d AGAP004789
7165:00108e AGAP004790
7165:00108f AGAP004791
7165:001090 AGAP004792
7165:001091 AGAP004793
7165:001092 AGAP004794
7165:001093 AGAP004795
7165:001094 AGAP004797
7165:001095 AGAP004798
7165:001096 AGAP004799
7165:001097 AGAP004800
7165:001098 AGAP004801
7165:001099 AGAP004802
7165:00109a AGAP004803
7165:00109b AGAP004804
7165:00109c AGAP004805
7165:00109d AGAP004806
7165:00109e AGAP004807
7165:00109f AGAP004808
7165:0010a0 AGAP004809
7165:0010a1 AGAP004810
7165:0010a2 AGAP004811
7165:0010a3 AGAP004812
7165:0010a4 AGAP004813
7165:0010a5 AGAP004814
7165:0010a6 AGAP004815
7165:0010a7 AGAP004816
7165:0010a8 AGAP004817
7165:0010a9 AGAP004818
7165:0010aa AGAP004819
7165:0010ab AGAP004820
7165:0010ac AGAP004823
7165:0010ad AGAP004824
7165:0010ae AGAP004825
7165:0010af AGAP004826
7165:0010b0 AGAP004827
7165:0010b1 AGAP004828
7165:0010b2 AGAP004829
7165:0010b3 AGAP004830
7165:0010b4 AGAP004831
7165:0010b5 AGAP004832
7165:0010b6 AGAP004833
7165:0010b7 AGAP004834
7165:0010b8 AGAP004835
7165:0010b9 AGAP004836
7165:0010ba AGAP004837
7165:0010bb AGAP004838
7165:0010bc AGAP004839
7165:0010bd AGAP004840
7165:0010be AGAP004841
7165:0010bf AGAP004842
7165:0010c0 AGAP004843
7165:0010c1 AGAP004844
7165:0010c2 AGAP004845
7165:0010c3 AGAP004846
7165:0010c4 AGAP004847
7165:0010c5 AGAP004848
7165:0010c6 AGAP004849
7165:0010c7 AGAP004850
7165:0010c8 AGAP004851
7165:0010c9 AGAP004852
7165:0010ca AGAP004853
7165:0010cb AGAP004854
7165:0010cc AGAP004855
7165:0010cd AGAP004856
7165:0010ce AGAP004857
7165:0010cf AGAP004858
7165:0010d0 AGAP004859
7165:0010d1 AGAP004860
7165:0010d2 AGAP004861
7165:0010d3 AGAP004862
7165:0010d4 AGAP004863
7165:0010d5 AGAP004864
7165:0010d6 AGAP004865
7165:0010d7 AGAP004866
7165:0010d8 AGAP004867
7165:0010d9 AGAP004868
7165:0010da AGAP004869
7165:0010db AGAP004870
7165:0010dc AGAP004871
7165:0010dd AGAP004872
7165:0010de AGAP004873
7165:0010df AGAP004874
7165:0010e0 AGAP004875
7165:0010e1 AGAP004876
7165:0010e2 AGAP004877
7165:0010e3 AGAP004878
7165:0010e4 AGAP004879
7165:0010e5 AGAP004880
7165:0010e6 AGAP004881
7165:0010e7 AGAP004882
7165:0010e8 AGAP004883
7165:0010e9 AGAP004884
7165:0010ea AGAP004885
7165:0010eb AGAP004886
7165:0010ec AGAP004887
7165:0010ed AGAP004888
7165:0010ee AGAP004889
7165:0010ef AGAP004890
7165:0010f0 AGAP004891
7165:0010f1 AGAP004892
7165:0010f2 AGAP004893
7165:0010f3 AGAP004894
7165:0010f4 AGAP004895
7165:0010f5 AGAP004896
7165:0010f6 AGAP004897
7165:0010f7 AGAP004899
7165:0010f8 AGAP004900
7165:0010f9 AGAP004901
7165:0010fa AGAP004902
7165:0010fb AGAP004903
7165:0010fc AGAP004904
7165:0010fd AGAP004905
7165:0010fe AGAP004906
7165:0010ff AGAP004907
7165:001100 AGAP004908
7165:001101 AGAP004909
7165:001102 AGAP004910
7165:001103 AGAP004911
7165:001104 AGAP004912
7165:001105 AGAP004913
7165:001106 AGAP004914
7165:001107 AGAP004915
7165:001108 AGAP004916
7165:001109 AGAP004917
7165:00110a AGAP004918
7165:00110b AGAP004919
7165:00110c AGAP004920
7165:00110d AGAP004921
7165:00110e AGAP004922
7165:00110f AGAP004923
7165:001110 AGAP004928
7165:001111 AGAP004929
7165:001112 AGAP004930
7165:001113 AGAP004931
7165:001114 AGAP004932
7165:001115 AGAP004933
7165:001116 AGAP004934
7165:001117 AGAP004935
7165:001118 AGAP004936
7165:001119 AGAP004937
7165:00111a AGAP004938
7165:00111b AGAP004940
7165:00111c AGAP004941
7165:00111d AGAP004942
7165:00111e AGAP004943
7165:00111f AGAP004944
7165:001120 AGAP004945
7165:001121 AGAP004946
7165:001122 AGAP004947
7165:001123 AGAP004948
7165:001124 AGAP004949
7165:001125 AGAP004950
7165:001126 AGAP004951
7165:001127 AGAP004952
7165:001128 AGAP004953
7165:001129 AGAP004954
7165:00112a AGAP004955
7165:00112b AGAP004956
7165:00112c AGAP004957
7165:00112d AGAP004958
7165:00112e AGAP004959
7165:00112f AGAP004960
7165:001130 AGAP004961
7165:001131 AGAP004962
7165:001132 AGAP004963
7165:001133 AGAP004964
7165:001134 AGAP004965
7165:001135 AGAP004966
7165:001136 AGAP004967
7165:001137 AGAP004968
7165:001138 AGAP004969
7165:001139 AGAP004970
7165:00113a AGAP004971
7165:00113b AGAP004972
7165:00113c AGAP004973
7165:00113d AGAP004974
7165:00113e AGAP004975
7165:00113f AGAP004976
7165:001140 AGAP004977
7165:001141 AGAP004978
7165:001142 AGAP004979
7165:001143 AGAP004980
7165:001144 AGAP004981
7165:001145 AGAP004982
7165:001146 AGAP004983
7165:001147 AGAP004984
7165:001148 AGAP004985
7165:001149 AGAP004986
7165:00114a AGAP004987
7165:00114b AGAP004988
7165:00114c AGAP004989
7165:00114d AGAP004990
7165:00114e AGAP004991
7165:00114f AGAP004992
7165:001150 AGAP004993
7165:001151 AGAP004994
7165:001152 AGAP004995
7165:001153 AGAP004996
7165:001154 AGAP004997
7165:001155 AGAP004998
7165:001156 AGAP004999
7165:001157 AGAP005000
7165:001158 AGAP005001
7165:001159 AGAP005002
7165:00115a AGAP005003
7165:00115b AGAP005004
7165:00115c AGAP005005
7165:00115d AGAP005006
7165:00115e AGAP005007
7165:00115f AGAP005008
7165:001160 AGAP005009
7165:001161 AGAP005010
7165:001162 AGAP005011
7165:001163 AGAP005012
7165:001164 AGAP005013
7165:001165 AGAP005014
7165:001166 AGAP005015
7165:001167 AGAP005017
7165:001168 AGAP005018
7165:001169 AGAP005019
7165:00116a AGAP005020
7165:00116b AGAP005021
7165:00116c AGAP005022
7165:00116d AGAP005023
7165:00116e AGAP005024
7165:00116f AGAP005025
7165:001170 AGAP005026
7165:001171 AGAP005027
7165:001172 AGAP005028
7165:001173 AGAP005029
7165:001174 AGAP005030
7165:001175 AGAP005031
7165:001176 AGAP005032
7165:001177 AGAP005033
7165:001178 AGAP005034
7165:001179 AGAP005035
7165:00117a AGAP005036
7165:00117b AGAP005037
7165:00117c AGAP005038
7165:00117d AGAP005039
7165:00117e AGAP005040
7165:00117f AGAP005041
7165:001180 AGAP005042
7165:001181 AGAP005043
7165:001182 AGAP005044
7165:001183 AGAP005045
7165:001184 AGAP005046
7165:001185 AGAP005047
7165:001186 AGAP005048
7165:001187 AGAP005049
7165:001188 AGAP005050
7165:001189 AGAP005051
7165:00118a AGAP005052
7165:00118b AGAP005053
7165:00118c AGAP005054
7165:00118d AGAP005055
7165:00118e AGAP005056
7165:00118f AGAP005057
7165:001190 AGAP005058
7165:001191 AGAP005059
7165:001192 AGAP005060
7165:001193 AGAP005061
7165:001194 AGAP005062
7165:001195 AGAP005063
7165:001196 AGAP005064
7165:001197 AGAP005065
7165:001198 AGAP005066
7165:001199 AGAP005067
7165:00119a AGAP005068
7165:00119b AGAP005069
7165:00119c AGAP005070
7165:00119d AGAP005071
7165:00119e AGAP005072
7165:00119f AGAP005073
7165:0011a0 AGAP005074
7165:0011a1 AGAP005075
7165:0011a2 AGAP005076
7165:0011a3 AGAP005077
7165:0011a4 AGAP005079
7165:0011a5 AGAP005080
7165:0011a6 AGAP005081
7165:0011a7 AGAP005082
7165:0011a8 AGAP005088
7165:0011a9 AGAP005091
7165:0011aa AGAP005092
7165:0011ab AGAP005093
7165:0011ac AGAP005094
7165:0011ad AGAP005095
7165:0011ae AGAP005096
7165:0011af AGAP005098
7165:0011b0 AGAP005099
7165:0011b1 AGAP005100
7165:0011b2 AGAP005101
7165:0011b3 AGAP005102
7165:0011b4 AGAP005103
7165:0011b5 AGAP005104
7165:0011b6 AGAP005105
7165:0011b7 AGAP005106
7165:0011b8 AGAP005107
7165:0011b9 AGAP005108
7165:0011ba AGAP005109
7165:0011bb AGAP005110
7165:0011bc AGAP005111
7165:0011bd AGAP005113
7165:0011be AGAP005114
7165:0011bf AGAP005115
7165:0011c0 AGAP005116
7165:0011c1 AGAP005117
7165:0011c2 AGAP005118
7165:0011c3 AGAP005119
7165:0011c4 AGAP005120
7165:0011c5 AGAP005121
7165:0011c6 AGAP005122
7165:0011c7 AGAP005123
7165:0011c8 AGAP005124
7165:0011c9 AGAP005125
7165:0011ca AGAP005126
7165:0011cb AGAP005127
7165:0011cc AGAP005128
7165:0011cd AGAP005129
7165:0011ce AGAP005130
7165:0011cf AGAP005131
7165:0011d0 AGAP005132
7165:0011d1 AGAP005133
7165:0011d2 AGAP005134
7165:0011d3 AGAP005135
7165:0011d4 AGAP005136
7165:0011d5 AGAP005137
7165:0011d6 AGAP005138
7165:0011d7 AGAP005139
7165:0011d8 AGAP005141
7165:0011d9 AGAP005142
7165:0011da AGAP005143
7165:0011db AGAP005144
7165:0011dc AGAP005145
7165:0011dd AGAP005146
7165:0011de AGAP005147
7165:0011df AGAP005148
7165:0011e0 AGAP005149
7165:0011e1 AGAP005150
7165:0011e2 AGAP005152
7165:0011e3 AGAP005153
7165:0011e4 AGAP005155
7165:0011e5 AGAP005156
7165:0011e6 AGAP005158
7165:0011e7 AGAP005159
7165:0011e8 AGAP005160
7165:0011e9 AGAP005161
7165:0011ea AGAP005162
7165:0011eb AGAP005163
7165:0011ec AGAP005164
7165:0011ed AGAP005165
7165:0011ee AGAP005166
7165:0011ef AGAP005167
7165:0011f0 AGAP005168
7165:0011f1 AGAP005169
7165:0011f2 AGAP005170
7165:0011f3 AGAP005171
7165:0011f4 AGAP005172
7165:0011f5 AGAP005173
7165:0011f6 AGAP005174
7165:0011f7 AGAP005175
7165:0011f8 AGAP005176
7165:0011f9 AGAP005177
7165:0011fa AGAP005178
7165:0011fb AGAP005179
7165:0011fc AGAP005180
7165:0011fd AGAP005181
7165:0011fe AGAP005182
7165:0011ff AGAP005183
7165:001200 AGAP005185
7165:001201 AGAP005187
7165:001202 AGAP005188
7165:001203 AGAP005189
7165:001204 AGAP005190
7165:001205 AGAP005191
7165:001206 AGAP005192
7165:001207 AGAP005193
7165:001208 AGAP005194
7165:001209 AGAP005195
7165:00120a AGAP005196
7165:00120b AGAP005197
7165:00120c AGAP005198
7165:00120d AGAP005199
7165:00120e AGAP005200
7165:00120f AGAP005201
7165:001210 AGAP005202
7165:001211 AGAP005203
7165:001212 AGAP005205
7165:001213 AGAP005206
7165:001214 AGAP005207
7165:001215 AGAP005208
7165:001216 AGAP005209
7165:001217 AGAP005210
7165:001218 AGAP005211
7165:001219 AGAP005212
7165:00121a AGAP005213
7165:00121b AGAP005214
7165:00121c AGAP005215
7165:00121d AGAP005216
7165:00121e AGAP005217
7165:00121f AGAP005218
7165:001220 AGAP005219
7165:001221 AGAP005220
7165:001222 AGAP005221
7165:001223 AGAP005222
7165:001224 AGAP005223
7165:001225 AGAP005225
7165:001226 AGAP005226
7165:001227 AGAP005227
7165:001228 AGAP005228
7165:001229 AGAP005229
7165:00122a AGAP005230
7165:00122b AGAP005231
7165:00122c AGAP005233
7165:00122d AGAP005234
7165:00122e AGAP005235
7165:00122f AGAP005236
7165:001230 AGAP005237
7165:001231 AGAP005238
7165:001232 AGAP005239
7165:001233 AGAP005240
7165:001234 AGAP005241
7165:001235 AGAP005242
7165:001236 AGAP005243
7165:001237 AGAP005244
7165:001238 AGAP005245
7165:001239 AGAP005246
7165:00123a AGAP005247
7165:00123b AGAP005248
7165:00123c AGAP005249
7165:00123d AGAP005250
7165:00123e AGAP005251
7165:00123f AGAP005252
7165:001240 AGAP005253
7165:001241 AGAP005254
7165:001242 AGAP005255
7165:001243 AGAP005256
7165:001244 AGAP005257
7165:001245 AGAP005258
7165:001246 AGAP005259
7165:001247 AGAP005260
7165:001248 AGAP005261
7165:001249 AGAP005262
7165:00124a AGAP005263
7165:00124b AGAP005264
7165:00124c AGAP005265
7165:00124d AGAP005266
7165:00124e AGAP005267
7165:00124f AGAP005268
7165:001250 AGAP005269
7165:001251 AGAP005270
7165:001252 AGAP005271
7165:001253 AGAP005272
7165:001254 AGAP005273
7165:001255 AGAP005274
7165:001256 AGAP005275
7165:001257 AGAP005277
7165:001258 AGAP005279
7165:001259 AGAP005280
7165:00125a AGAP005281
7165:00125b AGAP005282
7165:00125c AGAP005283
7165:00125d AGAP005285
7165:00125e AGAP005287
7165:00125f AGAP005288
7165:001260 AGAP005289
7165:001261 AGAP005290
7165:001262 AGAP005291
7165:001263 AGAP005292
7165:001264 AGAP005293
7165:001265 AGAP005294
7165:001266 AGAP005295
7165:001267 AGAP005296
7165:001268 AGAP005297
7165:001269 AGAP005298
7165:00126a AGAP005299
7165:00126b AGAP005300
7165:00126c AGAP005301
7165:00126d AGAP005302
7165:00126e AGAP005303
7165:00126f AGAP005304
7165:001270 AGAP005305
7165:001271 AGAP005306
7165:001272 AGAP005307
7165:001273 AGAP005308
7165:001274 AGAP005309
7165:001275 AGAP005310
7165:001276 AGAP005311
7165:001277 AGAP005312
7165:001278 AGAP005313
7165:001279 AGAP005314
7165:00127a AGAP005315
7165:00127b AGAP005316
7165:00127c AGAP005317
7165:00127d AGAP005318
7165:00127e AGAP005319
7165:00127f AGAP005320
7165:001280 AGAP005321
7165:001281 AGAP005322
7165:001282 AGAP005323
7165:001283 AGAP005324
7165:001284 AGAP005325
7165:001285 AGAP005326
7165:001286 AGAP005327
7165:001287 AGAP005328
7165:001288 AGAP005329
7165:001289 AGAP005330
7165:00128a AGAP005331
7165:00128b AGAP005332
7165:00128c AGAP005333
7165:00128d AGAP005334
7165:00128e AGAP005335
7165:00128f AGAP005336
7165:001290 AGAP005337
7165:001291 AGAP005338
7165:001292 AGAP005339
7165:001293 AGAP005340
7165:001294 AGAP005341
7165:001295 AGAP005342
7165:001296 AGAP005343
7165:001297 AGAP005344
7165:001298 AGAP005345
7165:001299 AGAP005346
7165:00129a AGAP005347
7165:00129b AGAP005348
7165:00129c AGAP005349
7165:00129d AGAP005350
7165:00129e AGAP005351
7165:00129f AGAP005352
7165:0012a0 AGAP005353
7165:0012a1 AGAP005354
7165:0012a2 AGAP005355
7165:0012a3 AGAP005356
7165:0012a4 AGAP005359
7165:0012a5 AGAP005360
7165:0012a6 AGAP005361
7165:0012a7 AGAP005362
7165:0012a8 AGAP005363
7165:0012a9 AGAP005364
7165:0012aa AGAP005365
7165:0012ab AGAP005366
7165:0012ac AGAP005368
7165:0012ad AGAP005369
7165:0012ae AGAP005370
7165:0012af AGAP005371
7165:0012b0 AGAP005372
7165:0012b1 AGAP005373
7165:0012b2 AGAP005374
7165:0012b3 AGAP005375
7165:0012b4 AGAP005376
7165:0012b5 AGAP005377
7165:0012b6 AGAP005378
7165:0012b7 AGAP005379
7165:0012b8 AGAP005380
7165:0012b9 AGAP005381
7165:0012ba AGAP005382
7165:0012bb AGAP005383
7165:0012bc AGAP005384
7165:0012bd AGAP005385
7165:0012be AGAP005386
7165:0012bf AGAP005387
7165:0012c0 AGAP005388
7165:0012c1 AGAP005389
7165:0012c2 AGAP005390
7165:0012c3 AGAP005391
7165:0012c4 AGAP005392
7165:0012c5 AGAP005393
7165:0012c6 AGAP005394
7165:0012c7 AGAP005396
7165:0012c8 AGAP005397
7165:0012c9 AGAP005398
7165:0012ca AGAP005399
7165:0012cb AGAP005400
7165:0012cc AGAP005401
7165:0012cd AGAP005402
7165:0012ce AGAP005404
7165:0012cf AGAP005405
7165:0012d0 AGAP005406
7165:0012d1 AGAP005407
7165:0012d2 AGAP005408
7165:0012d3 AGAP005409
7165:0012d4 AGAP005410
7165:0012d5 AGAP005411
7165:0012d6 AGAP005412
7165:0012d7 AGAP005413
7165:0012d8 AGAP005414
7165:0012d9 AGAP005415
7165:0012da AGAP005416
7165:0012db AGAP005417
7165:0012dc AGAP005418
7165:0012dd AGAP005419
7165:0012de AGAP005420
7165:0012df AGAP005421
7165:0012e0 AGAP005422
7165:0012e1 AGAP005423
7165:0012e2 AGAP005424
7165:0012e3 AGAP005425
7165:0012e4 AGAP005427
7165:0012e5 AGAP005428
7165:0012e6 AGAP005429
7165:0012e7 AGAP005430
7165:0012e8 AGAP005431
7165:0012e9 AGAP005432
7165:0012ea AGAP005433
7165:0012eb AGAP005434
7165:0012ec AGAP005435
7165:0012ed AGAP005437
7165:0012ee AGAP005438
7165:0012ef AGAP005440
7165:0012f0 AGAP005444
7165:0012f1 AGAP005445
7165:0012f2 AGAP005446
7165:0012f3 AGAP005447
7165:0012f4 AGAP005448
7165:0012f5 AGAP005449
7165:0012f6 AGAP005450
7165:0012f7 AGAP005451
7165:0012f8 AGAP005453
7165:0012f9 AGAP005454
7165:0012fa AGAP005455
7165:0012fb AGAP005456
7165:0012fc AGAP005457
7165:0012fd AGAP005458
7165:0012fe AGAP005459
7165:0012ff AGAP005460
7165:001300 AGAP005461
7165:001301 AGAP005462
7165:001302 AGAP005463
7165:001303 AGAP005464
7165:001304 AGAP005465
7165:001305 AGAP005466
7165:001306 AGAP005467
7165:001307 AGAP005468
7165:001308 AGAP005469
7165:001309 AGAP005470
7165:00130a AGAP005471
7165:00130b AGAP005472
7165:00130c AGAP005473
7165:00130d AGAP005474
7165:00130e AGAP005475
7165:00130f AGAP005476
7165:001310 AGAP005477
7165:001311 AGAP005478
7165:001312 AGAP005479
7165:001313 AGAP005480
7165:001314 AGAP005481
7165:001315 AGAP005482
7165:001316 AGAP005483
7165:001317 AGAP005484
7165:001318 AGAP005485
7165:001319 AGAP005486
7165:00131a AGAP005487
7165:00131b AGAP005488
7165:00131c AGAP005489
7165:00131d AGAP005490
7165:00131e AGAP005491
7165:00131f AGAP005492
7165:001320 AGAP005493
7165:001321 AGAP005494
7165:001322 AGAP005495
7165:001323 AGAP005496
7165:001324 AGAP005497
7165:001325 AGAP005498
7165:001326 AGAP005499
7165:001327 AGAP005500
7165:001328 AGAP005501
7165:001329 AGAP005502
7165:00132a AGAP005503
7165:00132b AGAP005504
7165:00132c AGAP005505
7165:00132d AGAP005506
7165:00132e AGAP005507
7165:00132f AGAP005508
7165:001330 AGAP005509
7165:001331 AGAP005510
7165:001332 AGAP005511
7165:001333 AGAP005512
7165:001334 AGAP005513
7165:001335 AGAP005514
7165:001336 AGAP005515
7165:001337 AGAP005516
7165:001338 AGAP005518
7165:001339 AGAP005519
7165:00133a AGAP005520
7165:00133b AGAP005521
7165:00133c AGAP005522
7165:00133d AGAP005523
7165:00133e AGAP005524
7165:00133f AGAP005525
7165:001340 AGAP005526
7165:001341 AGAP005527
7165:001342 AGAP005528
7165:001343 AGAP005529
7165:001344 AGAP005530
7165:001345 AGAP005531
7165:001346 AGAP005532
7165:001347 AGAP005533
7165:001348 AGAP005534
7165:001349 AGAP005535
7165:00134a AGAP005536
7165:00134b AGAP005537
7165:00134c AGAP005538
7165:00134d AGAP005539
7165:00134e AGAP005540
7165:00134f AGAP005541
7165:001350 AGAP005542
7165:001351 AGAP005543
7165:001352 AGAP005544
7165:001353 AGAP005545
7165:001354 AGAP005546
7165:001355 AGAP005547
7165:001356 AGAP005548
7165:001357 AGAP005549
7165:001358 AGAP005550
7165:001359 AGAP005551
7165:00135a AGAP005552
7165:00135b AGAP005553
7165:00135c AGAP005555
7165:00135d AGAP005556
7165:00135e AGAP005557
7165:00135f AGAP005558
7165:001360 AGAP005559
7165:001361 AGAP005560
7165:001362 AGAP005561
7165:001363 AGAP005562
7165:001364 AGAP005563
7165:001365 AGAP005564
7165:001366 AGAP005565
7165:001367 AGAP005566
7165:001368 AGAP005567
7165:001369 AGAP005568
7165:00136a AGAP005569
7165:00136b AGAP005570
7165:00136c AGAP005571
7165:00136d AGAP005572
7165:00136e AGAP005573
7165:00136f AGAP005574
7165:001370 AGAP005575
7165:001371 AGAP005576
7165:001372 AGAP005577
7165:001373 AGAP005578
7165:001374 AGAP005580
7165:001375 AGAP005581
7165:001376 AGAP005582
7165:001377 AGAP005583
7165:001378 AGAP005584
7165:001379 AGAP005585
7165:00137a AGAP005586
7165:00137b AGAP005587
7165:00137c AGAP005588
7165:00137d AGAP005589
7165:00137e AGAP005591
7165:00137f AGAP005592
7165:001380 AGAP005593
7165:001381 AGAP005594
7165:001382 AGAP005595
7165:001383 AGAP005596
7165:001384 AGAP005597
7165:001385 AGAP005598
7165:001386 AGAP005599
7165:001387 AGAP005600
7165:001388 AGAP005601
7165:001389 AGAP005602
7165:00138a AGAP005603
7165:00138b AGAP005604
7165:00138c AGAP005605
7165:00138d AGAP005606
7165:00138e AGAP005608
7165:00138f AGAP005609
7165:001390 AGAP005610
7165:001391 AGAP005611
7165:001392 AGAP005612
7165:001393 AGAP005613
7165:001394 AGAP005614
7165:001395 AGAP005615
7165:001396 AGAP005616
7165:001397 AGAP005617
7165:001398 AGAP005618
7165:001399 AGAP005619
7165:00139a AGAP005620
7165:00139b AGAP005621
7165:00139c AGAP005622
7165:00139d AGAP005623
7165:00139e AGAP005624
7165:00139f AGAP005625
7165:0013a0 AGAP005627
7165:0013a1 AGAP005628
7165:0013a2 AGAP005629
7165:0013a3 AGAP005630
7165:0013a4 AGAP005631
7165:0013a5 AGAP005632
7165:0013a6 AGAP005633
7165:0013a7 AGAP005634
7165:0013a8 AGAP005635
7165:0013a9 AGAP005636
7165:0013aa AGAP005637
7165:0013ab AGAP005638
7165:0013ac AGAP005639
7165:0013ad AGAP005640
7165:0013ae AGAP005641
7165:0013af AGAP005642
7165:0013b0 AGAP005643
7165:0013b1 AGAP005644
7165:0013b2 AGAP005645
7165:0013b3 AGAP005646
7165:0013b4 AGAP005647
7165:0013b5 AGAP005648
7165:0013b6 AGAP005649
7165:0013b7 AGAP005650
7165:0013b8 AGAP005651
7165:0013b9 AGAP005652
7165:0013ba AGAP005653
7165:0013bb AGAP005654
7165:0013bc AGAP005655
7165:0013bd AGAP005656
7165:0013be AGAP005657
7165:0013bf AGAP005658
7165:0013c0 AGAP005659
7165:0013c1 AGAP005660
7165:0013c2 AGAP005661
7165:0013c3 AGAP005662
7165:0013c4 AGAP005663
7165:0013c5 AGAP005664
7165:0013c6 AGAP005665
7165:0013c7 AGAP005666
7165:0013c8 AGAP005667
7165:0013c9 AGAP005668
7165:0013ca AGAP005669
7165:0013cb AGAP005670
7165:0013cc AGAP005671
7165:0013cd AGAP005672
7165:0013ce AGAP005673
7165:0013cf AGAP005674
7165:0013d0 AGAP005675
7165:0013d1 AGAP005677
7165:0013d2 AGAP005678
7165:0013d3 AGAP005679
7165:0013d4 AGAP005680
7165:0013d5 AGAP005681
7165:0013d6 AGAP005682
7165:0013d7 AGAP005683
7165:0013d8 AGAP005684
7165:0013d9 AGAP005685
7165:0013da AGAP005686
7165:0013db AGAP005687
7165:0013dc AGAP005688
7165:0013dd AGAP005689
7165:0013de AGAP005690
7165:0013df AGAP005691
7165:0013e0 AGAP005693
7165:0013e1 AGAP005695
7165:0013e2 AGAP005696
7165:0013e3 AGAP005697
7165:0013e4 AGAP005698
7165:0013e5 AGAP005699
7165:0013e6 AGAP005700
7165:0013e7 AGAP005701
7165:0013e8 AGAP005702
7165:0013e9 AGAP005703
7165:0013ea AGAP005704
7165:0013eb AGAP005705
7165:0013ec AGAP005706
7165:0013ed AGAP005707
7165:0013ee AGAP005708
7165:0013ef AGAP005709
7165:0013f0 AGAP005710
7165:0013f1 AGAP005711
7165:0013f2 AGAP005712
7165:0013f3 AGAP005713
7165:0013f4 AGAP005714
7165:0013f5 AGAP005715
7165:0013f6 AGAP005716
7165:0013f7 AGAP005717
7165:0013f8 AGAP005718
7165:0013f9 AGAP005719
7165:0013fa AGAP005720
