AAEL007235,Ucp4A
AAEL007278,dpr13
AAEL007271,Mondo
AAEL007276,Cc2d2a
AAEL009288,mRpL48
AAEL009282,CG10907
AAEL009280,Snap29
AAEL002737,COX7C
AAEL009287,Ran
AAEL009285,CG32344
AAEL003179,Art1
AAEL003170,mIF2
AAEL003177,ProtA
AAEL003174,CG31957
AAEL004779,CG11777
AAEL004774,NoSymbolFound
AAEL004777,rk
AAEL004773,CG3793
AAEL011084,Rich
AAEL011087,Rpb5
AAEL011086,elB
AAEL011081,CG11050
AAEL011080,Oseg5
AAEL011082,DnaJ-60
AAEL011088,AANAT1
AAEL004191,eEFSec
AAEL004193,Rhp
AAEL004195,MSBP
AAEL004196,Pex23
AAEL008393,NoSymbolFound
AAEL008392,mTerf3
AAEL008391,CG7011
AAEL008390,CG42637
AAEL008394,CG6878
AAEL008398,Lrrk
AAEL001871,CG9154
AAEL001706,Nxt1
AAEL001705,CG10616
AAEL001704,CG13042
AAEL001875,CG31688
AAEL001874,CSN4
AAEL001877,FucTB
AAEL001876,dpp
AAEL001878,CG18641
AAEL011551,CG9380
AAEL005829,Bgb
AAEL011556,Vps36
AAEL001708,CG17127
AAEL010688,CG5160
AAEL010689,CG8230
AAEL006735,Gem2
AAEL006734,OXA1L
AAEL006733,dare
AAEL006732,CG6845
AAEL006731,galla-2
AAEL010939,CG1486
AAEL010680,CG13748
AAEL010681,Gat
AAEL010682,gudu
AAEL010932,NoSymbolFound
AAEL010685,CG4734
AAEL010931,CG15643
AAEL000476,dgt2
AAEL004990,CG18661
AAEL000474,jef
AAEL000475,CG11964
AAEL004995,Drep4
AAEL004997,CG6712
AAEL000471,CG8468
AAEL000478,LSm1
AAEL008645,RanBPM
AAEL008647,nompA
AAEL008641,Galphao
AAEL008643,CG7741
AAEL011889,CG7142
AAEL011881,HIP-R
AAEL011330,borr
AAEL006845,FRG1
AAEL006844,Oct-TyrR
AAEL006847,SCCRO4
AAEL010068,CG2865
AAEL010069,mei-41
AAEL006843,CG7139
AAEL010064,mtg
AAEL010065,CaBP1
AAEL010066,Mfap1
AAEL010067,Krn
AAEL010060,Srp68
AAEL010061,form3
AAEL010062,CG5644
AAEL010063,CCT3
AAEL008700,Smn
AAEL008701,CG6910
AAEL008705,CG2841
AAEL008706,CG12301
AAEL007465,CG34417
AAEL007466,Chrac-16
AAEL007462,Rint1
AAEL007469,Bub3
AAEL005646,Rchy1
AAEL005643,PDZ-GEF
AAEL009112,plh
AAEL009110,Sara
AAEL005648,CG17572
AAEL005649,beat-Ia
AAEL006593,Dr
AAEL006597,bap
AAEL007641,lobo
AAEL007646,Bili
AAEL007647,CG5515
AAEL003913,MetRS-m
AAEL003914,CASK
AAEL004236,Efa6
AAEL009072,CG34354
AAEL009075,CG7655
AAEL003664,La
AAEL002036,CG9925
AAEL002039,Nox
AAEL018177,CG6701
AAEL013561,hob
AAEL009994,RpL4
AAEL018178,CG7460
AAEL012969,Vps51
AAEL012964,DIP1
AAEL012962,CG5589
AAEL012960,NoSymbolFound
AAEL002694,CG17660
AAEL002692,beat-IIIc
AAEL002693,Ag5r2
AAEL011050,CG12129
AAEL003342,CG15601
AAEL003345,Argl
AAEL003344,CG8004
AAEL003347,CG10237
AAEL003346,Hs2st
AAEL011504,CG34461
AAEL011057,Xpac
AAEL004696,dmrt93B
AAEL004697,sip3
AAEL004694,stac
AAEL004347,eIF3m
AAEL004691,Roc1a
AAEL014355,CG18507
AAEL004349,Tsp68C
AAEL004698,DNApol-alpha60
AAEL012219,Usp8
AAEL012218,blp
AAEL002965,Osi18
AAEL002962,Osi14
AAEL002960,Osi19
AAEL002961,Osi16
AAEL012211,YL-1
AAEL012212,unc80
AAEL012217,SP1029
AAEL008090,Nmdar2
AAEL008094,CG14795
AAEL008096,CG1628
AAEL008097,CG6048
AAEL008099,Plod
AAEL010905,foi
AAEL011279,d4
AAEL010676,RSG7
AAEL010678,CG5895
AAEL000332,CG5131
AAEL005342,CG32112
AAEL005341,hook
AAEL005347,CG9098
AAEL005345,cas
AAEL000442,osk
AAEL012912,GPHR
AAEL000336,CG12581
AAEL000869,sens
AAEL000649,CG11367
AAEL004520,Pde11
AAEL004521,CG31676
AAEL004523,Sec61alpha
AAEL000641,NoSymbolFound
AAEL004526,CG1671
AAEL004527,mRpS7
AAEL001112,Usp5
AAEL014297,CG10483
AAEL001116,Tgi
AAEL001114,CG30394
AAEL001118,CG15373
AAEL001119,ewg
AAEL010217,ix
AAEL010214,CCDC151
AAEL008878,CG1941
AAEL006698,NoSymbolFound
AAEL006690,rib
AAEL006693,Urod
AAEL006697,Mtr3
AAEL004839,CycT
AAEL004832,dgt1
AAEL004833,CG33493
AAEL004835,CG3402
AAEL018159,scaf
AAEL002306,HERC2
AAEL010276,CG6415
AAEL006478,DIP-eta
AAEL006474,Lon
AAEL006476,noc
AAEL006472,Rbcn-3A
AAEL006473,NoSymbolFound
AAEL007877,CG8435
AAEL007876,otk
AAEL007874,CG15111
AAEL007871,APC10
AAEL012772,Cyp313b1
AAEL018212,Usp16-45
AAEL013795,Spx
AAEL013970,SCCRO3
AAEL013793,TwdlC
AAEL018215,spg
AAEL018214,Cdep
AAEL013979,GXIVsPLA2
AAEL012514,eIF2Bdelta
AAEL012515,TSG101
AAEL012513,Eip63F-1
AAEL012510,key
AAEL012511,kud
AAEL012519,SCAR
AAEL007253,CG14221
AAEL007252,Sap130
AAEL007250,comm2
AAEL007259,CG10171
AAEL007258,CG42588
AAEL009912,peng
AAEL009913,Dbp80
AAEL009911,dod
AAEL002759,Tm2
AAEL002758,CG14903
AAEL002209,CG17075
AAEL009915,Root
AAEL002207,Apf
AAEL002754,kirre
AAEL002756,Syt4
AAEL006677,Plap
AAEL003402,CG3376
AAEL003401,Rpb7
AAEL003154,CG2767
AAEL003408,atk
AAEL003157,CG6729
AAEL003150,CG13397
AAEL003151,CG6443
AAEL004757,IntS11
AAEL004756,p115
AAEL004755,CG4598
AAEL004750,CG17855
AAEL000986,ND-ASHI
AAEL000987,RpL8
AAEL000984,pbl
AAEL000985,Ndfip
AAEL000982,MED7
AAEL000983,AP-1sigma
AAEL000981,lgs
AAEL000186,CG4306
AAEL000187,NoSymbolFound
AAEL000184,CG13760
AAEL000185,eIF5
AAEL000182,ox
AAEL000180,mRpL18
AAEL000181,polybromo
AAEL000188,CG6660
AAEL001859,Slh
AAEL014161,mnd
AAEL001853,Miro
AAEL001852,NoSymbolFound
AAEL001851,CG5080
AAEL001850,CG2310
AAEL001857,SmydA-3
AAEL001856,Adk3
AAEL011538,rswl
AAEL005802,SMC1
AAEL011536,nst
AAEL000458,CG9034
AAEL010663,IntS9
AAEL000328,Drat
AAEL010661,scramb1
AAEL010665,CG1316
AAEL000450,vap
AAEL000451,Alg1
AAEL000452,Gcn5
AAEL010669,Or63a
AAEL000454,Idh3a
AAEL000455,CG32544
AAEL000324,dnt
AAEL000457,rtp
AAEL008665,CG14007
AAEL008664,puml
AAEL008663,CG18547
AAEL008662,Alh
AAEL008660,Fer1
AAEL009811,CG42404
AAEL001588,Cndp2
AAEL001584,pwn
AAEL001581,CG7600
AAEL001580,Ote
AAEL001583,CG15099
AAEL001582,Khc-73
AAEL010007,Rrp6
AAEL010004,Mitofilin
AAEL010005,CG9356
AAEL010003,BCAS2
AAEL010008,CG5044
AAEL007409,oxt
AAEL007404,CG17233
AAEL001329,Shawn
AAEL001321,Dp
AAEL001323,CG33680
AAEL005663,CG17493
AAEL001324,Gnf1
AAEL005666,Mmp1
AAEL001326,Lsm11
AAEL006867,Rcd-1
AAEL006863,CG7730
AAEL006860,RpS28b
AAEL009059,Arpc5
AAEL005224,TMEM216
AAEL009051,Prx6005
AAEL011124,Phf7
AAEL009057,CycE
AAEL009055,Gli
AAEL001764,Chrac-14
AAEL002651,CG3651
AAEL005884,CG12279
AAEL009387,Hex-A
AAEL006419,Su(H)
AAEL013580,CG13949
AAEL009385,Skeletor
AAEL010141,l(2)k14505
AAEL009389,Taldo
AAEL012981,CG44098
AAEL006318,CG13833
AAEL002129,Seipin
AAEL012987,fl(2)d
AAEL006311,Nup44A
AAEL006310,geko
AAEL006313,CG30094
AAEL006315,Rpn1
AAEL006314,Usf
AAEL003837,RyR
AAEL014422,Syn2
AAEL002349,CG9706
AAEL012180,Eaf6
AAEL012185,CG32409
AAEL012184,QC
AAEL012187,l(3)mbt
AAEL014934,Tsen54
AAEL003363,CG12746
AAEL003367,CG2875
AAEL003365,CG5793
AAEL008002,NP15.6
AAEL002831,Trs31
AAEL002948,fh
AAEL002949,Osi15
AAEL002418,mRpL27
AAEL002833,Cp1
AAEL014375,AP-2sigma
AAEL014376,CG14174
AAEL014377,nbs
AAEL002412,hrm
AAEL014379,Fdx2
AAEL002943,rempA
AAEL002944,CG11178
AAEL002417,up
AAEL009874,CG14435
AAEL012237,Max
AAEL009877,Pat1
AAEL012235,CG1785
AAEL012234,sw
AAEL012239,CG14838
AAEL002837,CG6345
AAEL003097,NoSymbolFound
AAEL003093,CG33110
AAEL012311,CG5162
AAEL003896,CG8485
AAEL000904,Est-Q
AAEL004328,Orc3
AAEL004329,Rep
AAEL011643,hth
AAEL004325,RpL5
AAEL004323,Jhedup
AAEL004320,woc
AAEL011642,Cpr51A
AAEL000900,Spt
AAEL005326,CG3437
AAEL005322,Rh7
AAEL000666,CG32262
AAEL000840,CG9784
AAEL000847,CG4646
AAEL000845,Ptp52F
AAEL000844,Ntmt
AAEL000849,nerfin-1
AAEL001134,CG17896
AAEL001505,CG17883
AAEL011278,GLaz
AAEL001137,blow
AAEL005493,Sep1
AAEL005492,Ptpmeg2
AAEL005491,osy
AAEL005490,CG6154
AAEL011273,l(2)k01209
AAEL011271,ALiX
AAEL011276,GC1
AAEL000580,TTLL3A
AAEL011274,fab1
AAEL011275,Balat
AAEL005080,PpD3
AAEL000585,CG7248
AAEL011827,CG1234
AAEL011825,ss
AAEL010347,CG40498
AAEL001509,NoSymbolFound
AAEL006676,CG3625
AAEL005863,CG6191
AAEL006678,CG14036
AAEL004818,CG9246
AAEL004819,PsGEF
AAEL004817,CG3831
AAEL004813,Mpp6
AAEL006415,NoSymbolFound
AAEL006412,ine
AAEL006413,morgue
AAEL010491,Fkbp59
AAEL010496,Usp14
AAEL018051,ZAP3
AAEL013005,sel
AAEL018052,CG42399
AAEL013002,Cdk9
AAEL018057,Asator
AAEL018059,Rok
AAEL012750,Tfb1
AAEL008514,CG7220
AAEL018276,Mad1
AAEL018270,Tbc1d8-9
AAEL018273,CG2818
AAEL018278,CG13671
