GeneName,GeneSymbolOrthologs
AGAP008124,CG8460
AGAP008125,CG15629
AGAP008127,IA-2
AGAP013730,S
AGAP008129,CG4935
AGAP008130,Mnn1
AGAP008131,Alg7
AGAP008132,Mgat3
AGAP008136,CG5808
AGAP008137,Npc1a
AGAP008141,Argl
AGAP008143,ninaB
AGAP008144,CG34398
AGAP008147,RtcB
AGAP008149,alph
AGAP008150,CG8004
AGAP008151,RpIII128
AGAP008152,conv
AGAP008153,CG17168
AGAP008155,fd59A
AGAP008156,CSN6
AGAP008157,Noa36
AGAP008158,CG6951
AGAP008159,l(2)34Fd
AGAP008160,Myb
AGAP008161,CG11164
AGAP008162,Snapin
AGAP008163,NoSymbolFound
AGAP008164,Larp7
AGAP008165,CG10237
AGAP008166,Hs2st
AGAP008175,CG42806
AGAP008176,CG11034
AGAP008180,Reps
AGAP008181,Smg5
AGAP008182,CG5867
AGAP008183,NoSymbolFound
AGAP008184,CG31729
AGAP008185,Megf8
AGAP008186,CG3213
AGAP008187,NoSymbolFound
AGAP008189,NoSymbolFound
AGAP008190,Gli
AGAP008191,CycE
AGAP008193,Ndg
AGAP008194,mus304
AGAP008195,alc
AGAP008196,lmgA
AGAP008197,CG31038
AGAP008198,Ccdc85
AGAP008199,CG17264
AGAP008200,Shaw
AGAP008202,Shawl
AGAP008212,Cyp6a23
AGAP008218,Cyp6d4
AGAP008221,CG43707
AGAP008222,bowl
AGAP008223,gudu
AGAP008224,CG5160
AGAP008226,CG3652
AGAP008227,Tps1
AGAP008228,CG7378
AGAP008229,Pgant3
AGAP008230,CG10348
AGAP008232,ham
AGAP008233,CG5543
AGAP008234,Nxt1
AGAP008236,tho2
AGAP008238,CG8401
AGAP008239,Rhau
AGAP008241,Dyrk3
AGAP008242,CG13531
AGAP008245,Shrm
AGAP008246,CG5321
AGAP008247,babo
AGAP008249,CCT5
AGAP008251,AP-1gamma
AGAP008252,CG8613
AGAP008253,CG17127
AGAP008254,CG31869
AGAP008255,Nos
AGAP008258,alpha4GT1
AGAP008262,CG17258
AGAP008263,CG3542
AGAP008264,GABPI
AGAP008265,SerRS
AGAP008266,Saf6
AGAP008267,RanGAP
AGAP008268,tud
AGAP008269,pelo
AGAP008272,CG7420
AGAP008273,PVRAP
AGAP008274,wor
AGAP008275,CG3085
AGAP008285,beta4GalNAcTB
AGAP008286,CG14722
AGAP008287,Ccm3
AGAP008288,tim
AGAP008289,CG15414
AGAP008296,Try29F
AGAP008297,NoSymbolFound
AGAP008298,Dim1
AGAP013772,CG15431
AGAP008299,CG15443
AGAP008300,Elp3
AGAP008301,Gpa2
AGAP008302,Gpb5
AGAP008303,x16
AGAP008305,Pgm2a
AGAP008310,fusl
AGAP008311,CG14022
AGAP008312,CG17883
AGAP008314,CG7564
AGAP008315,wol
AGAP008317,Btk29A
AGAP008318,CG8086
AGAP008321,vari
AGAP008322,pasi2
AGAP008324,NoSymbolFound
AGAP008325,CG17652
AGAP008326,CG16854
AGAP008327,shv
AGAP008328,CG4133
AGAP008329,RpS5a
AGAP008330,Ns4
AGAP028184,Wdr59
AGAP008332,RPA2
AGAP008334,Hr38
AGAP008335,CarT
AGAP008336,CG5068
AGAP008337,CG10628
AGAP008338,CG5280
AGAP008339,Srp14
AGAP008340,NoSymbolFound
AGAP008342,Nckx30C
AGAP008344,Nf-YB
AGAP008345,NoSymbolFound
AGAP008347,rk
AGAP008348,CG9117
AGAP008349,Pdp
AGAP008350,CG10211
AGAP008353,scat
AGAP008354,hop
AGAP008357,CG14535
AGAP008360,spz3
AGAP008362,kel
AGAP008363,CG6870
AGAP008364,Tep2
AGAP008370,CG18585
AGAP008374,CG8891
AGAP008375,CG3792
AGAP008376,mRpL28
AGAP008377,CG7742
AGAP008379,CG34126
AGAP008380,ppk15
AGAP008381,Usp39
AGAP008382,Hr78
AGAP008385,CG9919
AGAP008388,CG14044
AGAP008389,CG13671
AGAP008390,CG12659
AGAP008392,CG10973
AGAP008393,RpII15
AGAP008397,CG10283
AGAP008399,grnd
AGAP008400,kon
AGAP028212,Ugt301D1
AGAP008402,CG12395
AGAP008405,mRpL24
AGAP008406,betaggt-I
AGAP008407,NoSymbolFound
AGAP008408,Bsg
AGAP008411,NoSymbolFound
AGAP008412,CYLD
AGAP008413,sstn
AGAP008414,Amacr
AGAP008415,JMJD4
AGAP008416,Atf-2
AGAP028190,qvr
AGAP008417,CycH
AGAP008418,CG8155
AGAP008419,Rab14
AGAP008420,Det
AGAP008422,Sirup
AGAP008423,Wwox
AGAP008424,CG4338
AGAP008425,CG6094
AGAP008426,Marcal1
AGAP008427,CG7246
AGAP008428,Naa40
AGAP008431,CG34183
AGAP008432,CG17508
AGAP008433,Caper
AGAP008435,Trpgamma
AGAP008440,Uro
AGAP008441,CG7179
AGAP008442,CG7191
AGAP008443,NoSymbolFound
AGAP008458,CG7214
AGAP008459,CG7203
AGAP008467,Ntl
AGAP008469,CG12702
AGAP008472,CG2614
AGAP008473,CG31678
AGAP008475,CG9662
AGAP008481,NoSymbolFound
AGAP008482,kis
AGAP008484,CG3645
AGAP008486,CG17075
AGAP008487,CG15533
AGAP008489,fy
AGAP008490,CG13384
AGAP008491,Dad1
AGAP008492,CG4619
AGAP008493,Dnz1
AGAP008494,Stam
AGAP028230,CG15390
AGAP008495,Apf
AGAP008496,MED30
AGAP008497,Atg4a
AGAP008498,PCID2
AGAP008499,TFAM
AGAP008501,CG9547
AGAP008502,CG7322
AGAP008503,CG5676
AGAP008509,Utx
AGAP008511,Ir21a
AGAP008512,Cda5
AGAP008513,CG14273
AGAP008515,dbr
AGAP008516,Naprt
AGAP008518,SCAR
AGAP008522,Tfb4
AGAP008523,NoSymbolFound
AGAP008527,Tsp39D
AGAP008528,l(1)G0007
AGAP008530,Usp7
AGAP008532,Pax
AGAP008533,Cdk5alpha
AGAP008535,Ziz
AGAP008536,CG7115
AGAP008537,CG10621
AGAP008538,hig
AGAP008540,PIG-T
AGAP008541,Cdk9
AGAP008542,Hydr2
AGAP008544,CG4830
AGAP008548,CG16965
AGAP008549,CG6686
AGAP008550,escl
AGAP008551,Mad
AGAP008554,toc
AGAP008557,CG12512
AGAP008559,nompC
AGAP008563,mid
AGAP008570,CG13284
AGAP008571,CG14020
AGAP008572,CG7382
AGAP008574,CG13784
AGAP008575,CG4502
AGAP008576,CG4497
AGAP008577,CG4896
AGAP008584,LManII
AGAP008585,Pkg21D
AGAP008588,nAChRalpha5
AGAP008593,CG18095
AGAP008596,bgm
AGAP008598,alien
AGAP008600,CG32590
AGAP008601,pit
AGAP008604,GlyRS
AGAP008611,CG16974
AGAP008612,Taf10b
AGAP008613,Pgant5
AGAP008614,qtc
AGAP008615,sel
AGAP008617,Rpn11
AGAP008619,Nup35
AGAP008620,Plap
AGAP008621,senju
AGAP008625,smo
AGAP008626,CG3625
AGAP008627,CG5783
AGAP008630,CG12560
AGAP008631,CG7149
AGAP008632,NoSymbolFound
AGAP008633,Herp
AGAP008634,CG8635
AGAP008635,Mys45A
AGAP028076,Iris
AGAP008636,pigeon
AGAP008637,Uba2
AGAP008639,CG7565
AGAP008640,CG31676
AGAP008641,crok
AGAP008642,CG6583
AGAP008644,CG31760
AGAP008646,Pde11
AGAP008647,Tsp29Fb
AGAP008650,Sytalpha
AGAP008651,phr6-4
AGAP008652,Ptpa
AGAP008653,ND-B17.2
AGAP008655,NoSymbolFound
AGAP008656,Sema1a
AGAP008658,CG17834
AGAP008660,CG3511
AGAP008661,CG34425
AGAP008665,CG14906
AGAP008667,Mfe2
AGAP008668,CG10428
AGAP008669,JTBR
AGAP008673,Rad17
AGAP008674,Bdp1
AGAP028192,Crtc
AGAP008680,CG7656
AGAP008684,Jheh2
AGAP008687,Bap55
AGAP008689,CG9313
AGAP008690,CG15651
AGAP008691,CG3216
AGAP008692,topi
AGAP008693,CG30423
AGAP008694,dgt3
AGAP008697,CG11030
AGAP008698,Chd1
AGAP028045,Tob
AGAP028225,CG13002
AGAP008700,Ipk1
AGAP028088,Cib2
AGAP028141,insc
AGAP008702,TrissinR
AGAP008705,rau
AGAP008706,Zwilch
AGAP008707,CG9515
AGAP008708,PRL-1
AGAP008711,Oatp30B
AGAP008712,Oatp26F
AGAP008715,CG34310
AGAP008716,sip2
AGAP008717,Hmgcl
AGAP028061,CG18304
AGAP008718,Nhe3
AGAP008719,SkpA
AGAP008721,CG8249
AGAP008723,Mcm10
AGAP008724,COX5B
AGAP008725,IFT52
AGAP008726,eya
AGAP008727,COX4
AGAP008728,stc
AGAP008729,bwa
AGAP008730,pr
AGAP008734,dpr19
AGAP008735,CG9222
AGAP008736,CG3651
AGAP008737,step
AGAP008738,cup
AGAP008742,Ddr
AGAP008745,CG14651
AGAP008746,Bem46
AGAP008747,Nup50
AGAP008748,okr
AGAP008749,Edem2
AGAP008750,Trim9
AGAP008753,baf
AGAP008755,Cka
AGAP008756,Syx5
AGAP008757,CG5861
AGAP008760,Cwc25
AGAP008761,CG5885
AGAP008762,REPTOR-BP
AGAP008763,CG13124
AGAP008764,CG11319
AGAP008766,bib
AGAP008768,CG3793
AGAP028164,CG7461
AGAP008770,NoSymbolFound
AGAP008771,CG3756
AGAP008772,Nup58
AGAP008773,mRpS18C
AGAP008774,Scox
AGAP008775,CG34393
AGAP008778,DIP-kappa
AGAP008779,CG13725
AGAP008780,sit
AGAP008781,bond
AGAP008783,arg
AGAP008785,ics
AGAP008790,kuz
AGAP008794,PNUTS
AGAP008797,Tap42
AGAP008798,strat
AGAP008801,milt
AGAP008802,Pgk
AGAP008803,Sec24CD
AGAP008804,Pex19
AGAP008806,GlcAT-S
AGAP008807,Apoltp
AGAP008811,CG5022
AGAP028100,CG44085
AGAP008813,Pvr
AGAP008814,NoSymbolFound
AGAP008816,Prosalpha5
AGAP008817,Vajk4
AGAP008818,Poxn
AGAP008819,Egfr
AGAP008820,CG15472
AGAP008821,MESK2
AGAP008822,Fkbp14
AGAP008824,CG42748
AGAP008826,CG43861
AGAP008827,Clamp
AGAP028123,CG1142
AGAP008828,CG3262
AGAP008830,CG33090
AGAP008831,Sin1
AGAP008832,Atf6
AGAP008833,conu
AGAP008834,Akh
AGAP008835,CG11843
AGAP008836,mus81
AGAP008837,Prosbeta4
AGAP008838,Spp
AGAP008839,Smyd4-3
AGAP008842,Drip
AGAP008843,Prip
AGAP008844,galectin
AGAP008845,pita
AGAP008846,Art8
AGAP008847,Grip75
AGAP008848,Gyc32E
AGAP008849,CG6287
AGAP008851,mib2
AGAP008853,CG31800
AGAP008854,hook
AGAP028027,Sidpn
AGAP008857,CSN8
AGAP008858,CG4751
AGAP008859,chico
AGAP008862,AGO3
AGAP008863,for
AGAP008868,Drgx
AGAP008867,regucalcin
AGAP008869,cutlet
AGAP008870,CG13436
AGAP008871,fz4
AGAP008872,IFT57
AGAP008873,Atg17
AGAP008874,mTTF
AGAP008875,Cog4
AGAP008876,l(2)k14505
AGAP008877,CG13458
AGAP008879,CG7384
AGAP028068,CG13081
AGAP008881,CG33116
AGAP008882,CG13097
AGAP008883,CIAPIN1
AGAP008884,CG5037
AGAP008885,hyx
AGAP008887,Hrs
AGAP008889,CG31689
AGAP008895,Arpc5
AGAP008896,Drp1
AGAP008898,CG13551
AGAP008899,Ret
AGAP008900,CG33281
AGAP008903,CG6700
AGAP008904,b
AGAP008905,CG12012
AGAP008906,Sec71
AGAP008907,CPT2
AGAP008908,Arpc1
AGAP008909,CG6180
AGAP008910,Pol31
AGAP028176,dimm
AGAP008912,tum
AGAP008915,Ggt-1
AGAP008916,RpL7
AGAP008917,NoSymbolFound
AGAP028087,CG34159
AGAP008918,STUB1
AGAP008919,CG42784
AGAP008925,CG6015
AGAP008927,tilB
AGAP008928,Patsas
AGAP008929,ThrRS
AGAP008930,PIG-X
AGAP008931,CG15096
AGAP008932,Wdfy2
AGAP028125,ck
AGAP008935,Su(H)
AGAP008936,CG6216
AGAP008937,CG14074
AGAP008938,Neto
AGAP008939,mus201
AGAP008940,ine
AGAP008941,morgue
AGAP008942,MFS18
AGAP008943,bdl
AGAP008944,oaf
AGAP008946,gny
AGAP008947,CG33671
AGAP008950,CG9723
AGAP008951,CG11180
AGAP008952,La
AGAP008953,CG10336
AGAP008954,Smyd3
AGAP008955,RFeSP
AGAP028172,CG18539
AGAP008959,chinmo
AGAP008960,Crys
AGAP008962,Mal-B1
AGAP008965,Mal-B2
AGAP008967,Pde1c
AGAP028090,CG1620
AGAP008969,CycY
AGAP008970,Nup214
AGAP008972,CG18004
AGAP008973,Smyd4-1
AGAP008974,cni
AGAP008975,how
AGAP008978,Samtor
AGAP008977,pins
AGAP008980,NoSymbolFound
AGAP008982,ZnT41F
AGAP008983,vlc
AGAP008984,CG7987
AGAP008985,Tpr2
AGAP008986,CG31816
AGAP008987,CG31974
AGAP008988,Gs1
AGAP008990,CG18858
AGAP008991,Mat1
AGAP008993,spab
AGAP008995,NoSymbolFound
AGAP008996,Np
AGAP008997,CG8172
AGAP008998,CG13744
AGAP009000,CG8170
AGAP009001,Hdc
AGAP009002,Hr3
AGAP009003,CG42326
AGAP009004,l(2)k09022
AGAP009005,ZnT35C
AGAP009007,CG4168
AGAP009008,CG1273
AGAP009009,CG33003
AGAP009010,CG10366
AGAP009012,Uba5
AGAP009013,CG5188
AGAP009014,Ir31a
AGAP009016,lft
AGAP009019,ClpP
AGAP009020,CG40191
AGAP009021,CG17715
AGAP009022,Cht10
AGAP009023,CG17683
AGAP009024,Tif-IA
AGAP009025,CG31612
AGAP009026,CG7886
AGAP009027,CG14838
AGAP009028,tio
AGAP009029,retm
AGAP009030,Not3
AGAP009031,RpL5
AGAP009032,CG1344
AGAP009033,Irc
AGAP009034,CG17528
AGAP009035,TfIIS
AGAP009036,Nhe2
AGAP009037,Dap160
AGAP009039,CG9008
AGAP009040,CG17931
AGAP009042,CG41520
AGAP009043,CG16868
AGAP009044,fidipidine
AGAP028066,CG42308
AGAP009045,CG32736
AGAP009046,wcd
AGAP009047,RfC38
AGAP009048,csul
AGAP009050,CngA
AGAP009052,CG13510
AGAP009056,CG7135
AGAP009057,Not1
AGAP009058,Sec6
AGAP009059,GMF
AGAP009061,unc-5
AGAP009066,ush
AGAP009067,fs(2)ltoPP43
AGAP009070,CG3894
AGAP009072,ND-13A
AGAP009073,CG4230
AGAP009074,Su(dx)
AGAP009075,Hel25E
AGAP009076,CRAT
AGAP009077,mRpS14
AGAP009079,CG31759
AGAP009080,l(2)37Bb
AGAP009081,CG10470
AGAP009082,Rpn3
AGAP009083,CG10492
AGAP009084,CG5048
AGAP009087,Phlpp
AGAP009088,Lim3
AGAP009090,amd
AGAP009091,Ddc
AGAP009092,CG42592
AGAP009093,l(2)37Cb
AGAP009094,Nfs1
AGAP009095,Snx21
AGAP009100,Tg
AGAP009101,CG7367
AGAP028206,CG13282
AGAP009103,CG6431
AGAP009104,CG17292
AGAP009105,Pp2A-29B
AGAP009112,CG4341
AGAP009114,Ent1
AGAP009115,Plc21C
AGAP009116,cnir
AGAP009117,MICU1
AGAP009118,CG14024
AGAP009119,HIP-R
AGAP028031,Phae1
AGAP028095,CG14984
AGAP009123,CG10019
AGAP009125,BBS8
AGAP009126,ex
AGAP009128,CG4995
AGAP009129,l(2)41Ab
AGAP009130,CG17328
AGAP009131,CG10947
AGAP009132,CG12730
AGAP009133,CG13295
AGAP009134,EMC5
AGAP009135,me31B
AGAP009136,kek1
AGAP009138,kek2
AGAP009139,CG12209
AGAP009141,MED17
AGAP009142,Rsf1
AGAP009143,bark
AGAP009144,Reph
AGAP009147,slp2
AGAP009150,TTLL4A
AGAP009151,insv
AGAP009152,mRpS21
AGAP009153,CG8134
AGAP009154,Arpc2
AGAP009155,CG15130
AGAP009156,CG3662
AGAP009160,CenG1A
AGAP009161,Dera
AGAP009163,CG13319
AGAP009164,vg
AGAP028161,CG13991
AGAP009165,CG11699
AGAP009166,IKKbeta
AGAP009167,NoSymbolFound
AGAP009170,PIP5K59B
AGAP009172,CG5355
AGAP009171,CG10463
AGAP009173,fbp
AGAP009174,lt
AGAP009175,beta3GalTII
AGAP009176,NoSymbolFound
AGAP009178,CG17221
AGAP009179,CG3594
AGAP009180,Sos
AGAP009181,CG2991
AGAP009182,Sec61alpha
AGAP009185,Adat1
AGAP009188,Zip102B
AGAP009189,Eps-15
AGAP009190,GstE14
AGAP009193,GstE12
AGAP009195,GstE11
AGAP009198,CG3880
AGAP009199,CG4676
AGAP009200,Col4a1
AGAP009201,vkg
AGAP009202,SelT
AGAP009203,SP555
AGAP009204,eIF3h
AGAP009205,CG44001
AGAP009206,CG33995
AGAP009207,rl
AGAP009209,Rpb11
AGAP009210,CLIP-190
AGAP009222,DNAlig1
AGAP009224,Drat
AGAP009226,Axud1
AGAP009227,Oli
AGAP028114,CG15144
AGAP009234,mEFTs
AGAP009232,qua
AGAP009236,Ced-12
AGAP009237,Acn
AGAP009242,dpr21
AGAP009255,Snx1
AGAP009258,Rchy1
AGAP009259,frj
AGAP009260,CG17493
AGAP009261,PDZ-GEF
AGAP009262,CG10702
AGAP009263,CG17572
AGAP009264,Pect
AGAP009265,NTPase
AGAP009266,CG31469
AGAP009267,beat-Ia
AGAP009268,BicC
AGAP009271,Prosbeta1
AGAP009275,Dsk
AGAP009276,Piezo
AGAP009278,CG8475
AGAP009279,Eogt
AGAP009280,PIG-Wb
AGAP009281,NLaz
AGAP009284,hoe1
AGAP009285,Wdr62
AGAP009286,erm
AGAP009288,NoSymbolFound
AGAP009289,CG2059
AGAP009290,Nipped-B
AGAP009291,gammaCOP
AGAP009292,CG12857
AGAP009293,CG34367
AGAP009295,CG6752
AGAP009296,Spf45
AGAP009302,bsh
AGAP009303,CdGAPr
AGAP009304,PGAP5
AGAP009305,Oscillin
AGAP009306,CG34351
AGAP009307,CG7154
AGAP009310,eRF3
AGAP009311,CG10026
AGAP009312,CG31826
AGAP009315,Ac3
AGAP009316,CG13587
AGAP009317,Ak1
AGAP009319,CG9541
AGAP009321,l(2)37Cd
AGAP009322,Vti1a
AGAP009323,l(2)37Cc
AGAP009324,RpL34a
AGAP009325,RabX6
AGAP009329,tkv
AGAP009328,Sfp33A3
AGAP009330,TpnC25D
AGAP009331,Slob
AGAP009333,Rim2
AGAP009334,VhaPPA1-1
AGAP009335,jet
AGAP009338,fzy
AGAP009341,wrd
AGAP009347,Fkbp59
AGAP009348,Usp14
AGAP009349,CG15514
AGAP009350,aop
AGAP009364,CG5973
AGAP009381,CG5958
AGAP028142,CG33680
AGAP009389,klar
AGAP009400,Hr39
AGAP009403,CG9171
AGAP009405,obst-E
AGAP009406,NoSymbolFound
AGAP009415,Agpat2
AGAP009424,sick
AGAP009426,Ephrin
AGAP009428,CG3104
AGAP009431,RpS21
AGAP009432,Daxx
AGAP009433,NoSymbolFound
AGAP009434,CG7632
AGAP009438,Tsr1
AGAP009439,Stoml2
AGAP009441,eEF2
AGAP009442,Cks30A
AGAP009443,Eaat1
AGAP009445,CG9536
AGAP009446,Nhe1
AGAP009447,Sam-S
AGAP009450,CG17211
AGAP009451,rho-6
AGAP009453,mthl1
AGAP009457,cta
AGAP009458,HemK2
AGAP009459,Cdk1
AGAP009461,bsk
AGAP009463,CG5853
AGAP009464,CG17646
AGAP009466,CG9663
AGAP009471,CG9664
AGAP009473,vir-1
AGAP009477,bru1
AGAP009479,CG14304
AGAP009480,CG14301
AGAP009485,Tsen2
AGAP009486,VhaSFD
AGAP009487,brun
AGAP009488,Hira
AGAP009489,CG8360
AGAP009490,MAGE
AGAP009491,ATPsynG
AGAP009493,nAChRbeta3
AGAP009494,Ets21C
AGAP009495,CG12081
AGAP009496,mxt
AGAP009497,Tom70
AGAP009498,CG3036
AGAP009499,Crk
AGAP009500,nub
AGAP009503,Zyx
AGAP009504,Bka
AGAP009505,CCT4
AGAP009506,CG3436
AGAP009507,CG4968
AGAP009508,RpL9
AGAP009509,aub
AGAP009510,Mdh1
AGAP009511,Ufd4
AGAP009512,CG15141
AGAP009513,Ets96B
AGAP009514,GABA-B-R3
AGAP009515,dl
AGAP009516,CG4238
AGAP009518,fipi
AGAP009520,Or49b
AGAP009522,mtgo
AGAP009523,mrva
AGAP009524,CG33635
AGAP009525,CG10874
AGAP009526,CG34172
AGAP009528,Swip-1
AGAP009531,tadr
AGAP009532,CG17219
AGAP009533,RapGAP1
AGAP009536,CG14043
AGAP009537,NoSymbolFound
AGAP009538,AP-2alpha
AGAP009539,RpI135
AGAP009542,salr
AGAP009546,CG6766
AGAP009547,Torsin
AGAP009549,Pvf3
AGAP009554,Msp300
AGAP009558,TfIIB
AGAP009560,CG9098
AGAP009562,CG9109
AGAP009563,mtm
AGAP009565,IKKepsilon
AGAP009566,crol
AGAP009567,CG5131
AGAP009568,Dhc36C
AGAP009570,RnpS1
AGAP009571,cdm
AGAP009573,CG15914
AGAP009574,CG7568
AGAP009575,dsf
AGAP009577,CG8671
AGAP009578,Fic
AGAP009579,Ca-Ma2d
AGAP009583,CG13101
AGAP009584,Trx-2
AGAP009586,CG8245
AGAP009587,Rrp1
AGAP009588,CG4036
AGAP009590,ppk16
AGAP009591,CG8665
AGAP009593,CG17633
AGAP009594,dtr
AGAP009595,nrv3
AGAP009598,CG4587
AGAP009600,Mtr4
AGAP009601,swm
AGAP009602,ND-B17
AGAP009603,Ucp4A
AGAP009604,CG10527
AGAP009607,ast
AGAP009609,hgo
AGAP009610,CG9331
AGAP009613,mRpS7
AGAP009614,CG4627
AGAP009615,CG1671
AGAP009617,CG5112
AGAP009618,BORCS6
AGAP009619,SamDC
AGAP009620,Rcd4
AGAP009621,CG5731
AGAP009623,Gapdh1
AGAP009624,CTPsyn
AGAP009625,nmd
AGAP009628,Pten
AGAP009629,lush
AGAP009631,Patr-1
AGAP009632,tefu
AGAP009633,CG3603
AGAP009638,CG30069
AGAP009640,Or33b
AGAP009641,CG15097
AGAP009642,Phb2
AGAP009643,dia
AGAP009644,l(2)37Cg
AGAP009645,NoSymbolFound
AGAP009646,cad
AGAP009647,Pomp
AGAP009649,MFS3
AGAP009650,Gas41
AGAP009651,Tsp29Fa
AGAP009652,ND-B16.6
AGAP009655,FANCI
AGAP009657,BORCS5
AGAP009659,CG6621
AGAP009660,Ak3
AGAP009661,CG2061
AGAP009662,Kr-h1
AGAP009664,tai
AGAP009665,CG9586
AGAP009666,CG32982
AGAP009667,CG5886
AGAP009668,Lamp1
AGAP009669,CG13023
AGAP009670,Spn28Dc
AGAP009672,Akap200
AGAP009673,isoQC
AGAP009674,Not10
AGAP009680,Bug22
AGAP009681,Drep4
AGAP009683,side-II
AGAP009685,Got2
AGAP009687,CG17768
AGAP009688,lbk
AGAP009693,RluA-1
AGAP009694,CCT2
AGAP009695,Ppt2
AGAP009699,sens-2
AGAP009700,Wdr82
AGAP009701,AlaRS
AGAP009702,CG13390
AGAP009703,Kua
AGAP009724,CG12007
AGAP009726,CadN
AGAP009727,RhoGAP92B
AGAP009729,CCAP
AGAP009730,ninaC
AGAP009731,Wnt10
AGAP009733,Wnt6
AGAP009734,NoSymbolFound
AGAP009735,Wnt4
AGAP009736,Ndae1
AGAP009737,mEFG1
AGAP009738,cl
AGAP009739,Vps52
AGAP009740,CG6388
AGAP009741,CG5435
AGAP009742,SC35
AGAP009743,RNaseZ
AGAP009744,CG40498
AGAP009746,rept
AGAP009747,CG41378
AGAP009750,CG10137
AGAP009756,Ance
AGAP009757,Ance-3
AGAP009765,CG8230
AGAP009766,CG13748
AGAP009768,Gat
AGAP009769,CG4734
AGAP009770,Dh31-R
AGAP009772,CG4679
AGAP009774,CG18659
AGAP009775,rdo
AGAP009776,Axs
AGAP009777,Smox
AGAP009780,Vps13D
AGAP009781,loqs
AGAP009782,vls
AGAP009783,CG3902
AGAP009784,lok
AGAP009785,CG31908
AGAP009786,Gart
AGAP009787,CG43322
AGAP009788,Trp1
AGAP009789,ppk10
AGAP009790,obst-B
AGAP009791,Nep1
AGAP009792,NoSymbolFound
AGAP009797,CG44153
AGAP009798,CG4839
AGAP009799,Sur
AGAP009800,Ripalpha
AGAP009804,Gr68a
AGAP009806,Mondo
AGAP009808,CG9253
AGAP009809,CG31637
AGAP009810,cyp33
AGAP009811,CG30291
AGAP009812,CG17321
AGAP009816,aph-1
AGAP009818,CG34195
AGAP009819,CG30271
AGAP009820,CG30274
AGAP009821,CG42284
AGAP009822,CG5846
AGAP009823,CG33129
AGAP009824,ND-15
AGAP009826,EDTP
AGAP009827,Cnot4
AGAP009831,CG18507
AGAP009833,porin
AGAP009834,CSN4
AGAP009835,MRP
AGAP009838,spict
AGAP009839,sds22
AGAP009840,p115
AGAP009841,CG8209
AGAP009842,RNaseX25
AGAP009843,CG2818
AGAP009846,Rab9
AGAP009847,osp
AGAP009850,CG3164
AGAP009852,Fis1
AGAP009860,CG2225
AGAP009861,chic
AGAP009863,eIF4A
AGAP009864,CG31886
AGAP009865,ND-B22
AGAP009866,Dpm1
AGAP009867,CG8520
AGAP009868,Cpr49Ah
AGAP009869,Cpr49Ag
AGAP009870,Cpr49Af
AGAP009871,Cpr49Ae
AGAP009873,Cpr49Ab
AGAP009876,Cpr49Aa
AGAP009877,Cpr47Ef
AGAP009879,Cpr47Ea
AGAP009880,Cdc23
AGAP009881,Fam92
AGAP009882,CG5446
AGAP009883,CG2076
AGAP009885,CG31804
AGAP009886,MED15
AGAP009887,r2d2
AGAP009888,CG33695
AGAP009889,cbt
AGAP009890,Hr51
AGAP009891,CG3776
AGAP009893,cu
AGAP009896,CG7888
AGAP009897,CG43693
AGAP009899,klu
AGAP009901,Aps
AGAP009902,Rnf146
AGAP009903,CG34140
AGAP009904,CG9596
AGAP009905,Phf5a
AGAP009907,CG10602
AGAP009908,mRpL13
AGAP009910,Ku80
AGAP009911,CG17490
AGAP009913,CG9426
AGAP009914,nudE
AGAP009915,CG9005
AGAP009919,TM9SF2
AGAP009920,RpL37A
AGAP009921,Fs(2)Ket
AGAP009923,IntS11
AGAP009925,nkd
AGAP009926,CG10194
AGAP009928,ref(2)P
AGAP009929,emb
AGAP009930,CG13398
AGAP009931,Mon1
AGAP009932,smog
AGAP009933,d
AGAP009934,meng
AGAP009936,Cdk8
AGAP009939,CG8060
AGAP009940,stai
AGAP009941,CG3770
AGAP009942,CG9175
AGAP009943,CG2790
AGAP009944,CG31075
AGAP009945,CG3609
AGAP009949,Ndf
AGAP009950,lilli
AGAP009952,Rbp9
AGAP009953,Ggamma30A
AGAP009954,CG5742
AGAP009955,CG15919
AGAP009957,SoxN
AGAP009958,CG31712
AGAP009959,TTLL3B
AGAP009960,TTLL3A
AGAP009961,GckIII
AGAP009962,CG13982
AGAP009964,DIP-zeta
AGAP009967,CG18661
AGAP009968,CG6712
AGAP009970,Cand1
AGAP009971,waw
AGAP009972,mon2
AGAP009973,YME1L
AGAP009975,Pez
AGAP009978,NoSymbolFound
AGAP009979,C1GalTA
AGAP009980,Etl1
AGAP009983,net
AGAP009986,CG11617
AGAP009988,mRpL10
AGAP009989,CG18787
AGAP009990,spen
AGAP009991,ninaA
AGAP009992,Ing5
AGAP009993,CG3008
AGAP009994,CG15269
AGAP009995,CG15270
AGAP009996,CG11777
AGAP009997,CG11007
AGAP009998,RpS11
AGAP009999,Gr21a
AGAP010003,loh
AGAP010004,CG13077
AGAP010005,CG7289
AGAP010006,CG15356
AGAP010007,CG17593
AGAP010008,CG10747
AGAP010009,CG3407
AGAP010010,Ostgamma
AGAP010011,CG8031
AGAP010012,Lrch
AGAP010013,CG4455
AGAP010016,CG15429
AGAP010017,Traf4
AGAP010019,CG10343
AGAP010020,CG10338
AGAP010024,dpy
AGAP010025,Gdi
AGAP010026,CG33298
AGAP010028,Top3alpha
AGAP010029,TM9SF4
AGAP010030,tj
AGAP010031,Tektin-A
AGAP010034,MED6
