OFAS018188,ppk23
OFAS000352,tmod
OFAS000358,CG5828
OFAS015759,CG17716
OFAS015755,Sidpn
OFAS015754,CG31475
OFAS015753,CG42813
OFAS015751,CG10839
OFAS015750,CG10348
OFAS013343,lds
OFAS016260,NoSymbolFound
OFAS013346,Gk1
OFAS013347,CG17883
OFAS013345,B9d2
OFAS013348,CG18858
OFAS013349,Fam92
OFAS014801,CG32694
OFAS011276,CG33143
OFAS011270,7B2
OFAS013690,CG9536
OFAS013691,Drep4
OFAS013692,U2A
OFAS013698,Rpn5
OFAS013699,rno
OFAS014197,AstC-R2
OFAS001003,Nf-YA
OFAS001001,CG17219
OFAS001004,Pkc98E
OFAS002269,CG10914
OFAS002267,kuz
OFAS002266,CG8027
OFAS002261,CG10514
OFAS004632,gudu
OFAS004633,NoSymbolFound
OFAS004637,Naus
OFAS004638,Neurochondrin
OFAS019063,Pcyt1
OFAS019065,CG16787
OFAS007981,IntS14
OFAS007983,CG31064
OFAS007982,bol
OFAS007985,ms(3)76Cc
OFAS007987,CG14043
OFAS007986,CG13982
OFAS010052,rk
OFAS010050,Shc
OFAS010057,CG12935
OFAS010056,CSN3
OFAS010055,Csgalnact
OFAS010585,Prosbeta5
OFAS010587,mRpS31
OFAS010586,SMC5
OFAS010580,CG13082
OFAS010583,CG13081
OFAS010589,CG8547
OFAS012565,CG11752
OFAS012564,Atg101
OFAS019207,mRpL15
OFAS012561,mof
OFAS012560,NoSymbolFound
OFAS011188,TfIIEbeta
OFAS011189,Cat
OFAS011187,CG8519
OFAS011184,Pdp1
OFAS011185,CG32365
OFAS011182,DCTN4-p62
OFAS010638,CG44153
OFAS010634,DEF8
OFAS007380,CG44249
OFAS014191,CG8188
OFAS005583,CG32668
OFAS005587,drpr
OFAS005854,tum
OFAS005584,MFS9
OFAS005588,Pfdn1
OFAS008809,Cip4
OFAS006171,chico
OFAS006177,Gdh
OFAS006176,CG9253
OFAS006175,CG3961
OFAS002734,Kdm2
OFAS014249,CG3021
OFAS014240,Dp
OFAS014241,fray
OFAS014247,Sur-8
OFAS014244,CG13698
OFAS018558,fbp
OFAS015032,mfrn
OFAS018001,CG3860
OFAS015030,stx
OFAS018556,CG13197
OFAS015034,CG2321
OFAS003181,CG15561
OFAS003183,Rh2
OFAS011860,SecS
OFAS011866,Srr
OFAS011868,aru
OFAS012987,CG7546
OFAS012981,RpS24
OFAS012980,Sirt1
OFAS012988,aurA
OFAS014639,MESK4
OFAS014638,Pxd
OFAS014632,Octbeta3R
OFAS014630,CG15765
OFAS014635,fd102C
OFAS000989,Wwox
OFAS010735,CG8128
OFAS002640,Ythdc1
OFAS000636,Syx5
OFAS000635,ifc
OFAS000984,tj
OFAS002643,Shab
OFAS002859,nsl1
OFAS009808,Nab2
OFAS009809,stnB
OFAS008409,CG13876
OFAS008408,RpL29
OFAS009125,CSN5
OFAS002852,CG14964
OFAS008401,MED30
OFAS008400,CG17549
OFAS002856,CG4660
OFAS009124,Rad51D
OFAS003729,lsn
OFAS009204,CG1234
OFAS009754,CG42360
OFAS009207,CG12241
OFAS013587,CG31689
OFAS003724,fax
OFAS002649,CG12818
OFAS008740,Ddc
OFAS000180,Orct
OFAS012361,for
OFAS012360,fat-spondin
OFAS000184,Dap160
OFAS000189,EndoA
OFAS008747,Osi18
OFAS005117,modSP
OFAS009637,NoSymbolFound
OFAS017858,Cnb
OFAS010800,Pmm2
OFAS017857,Bka
OFAS010802,Rap1
OFAS017855,Akap200
OFAS017852,CG34425
OFAS010807,DMAP1
OFAS001589,AGO2
OFAS015990,CG17271
OFAS012776,CCAP-R
OFAS012777,ND-B18
OFAS012778,RanBP3
OFAS005073,CG8401
OFAS005070,CG42558
OFAS005077,kin17
OFAS005076,isoQC
OFAS005074,l(2)gl
OFAS005079,EMC2B
OFAS005078,CG11768
OFAS001761,mirr
OFAS001767,sgg
OFAS016688,Ars2
OFAS006918,CG32801
OFAS007484,CG33635
OFAS016684,CG13148
OFAS002358,nuf
OFAS016091,Gss1
OFAS016093,Nek2
OFAS013572,Sc2
OFAS016094,asrij
OFAS013577,mop
OFAS000949,Cln7
OFAS011042,ArfGAP3
OFAS011513,CG15099
OFAS011040,NoSymbolFound
OFAS011515,Lsd-1
OFAS008985,tai
OFAS011045,up
OFAS005467,CG14275
OFAS011519,CG6923
OFAS011518,prom
OFAS015200,CG15890
OFAS015205,Gr43a
OFAS015204,Iml1
OFAS015207,MED19
OFAS015209,slim
OFAS015208,tko
OFAS018639,CG8888
OFAS016891,Su(Tpl)
OFAS016893,gammaCOP
OFAS016895,CG9286
OFAS016894,Rbm13
OFAS016897,Uros1
OFAS016896,CG9313
OFAS002891,CG12121
OFAS019540,Pdcd4
OFAS007538,jdp
OFAS018498,CG6271
OFAS007530,CG18508
OFAS007531,Fkbp39
OFAS007532,sud1
OFAS007533,RnrL
OFAS007535,x16
OFAS007536,numb
OFAS004849,DAAM
OFAS004840,CG33993
OFAS004843,Mfap1
OFAS009342,sns
OFAS005255,Rpb5
OFAS005254,CG7556
OFAS002111,NoSymbolFound
OFAS002115,CG32756
OFAS002114,CG15093
OFAS002119,RabX4
OFAS002118,niki
OFAS019258,Gprk2
OFAS013919,mRpL24
OFAS019259,CG14921
OFAS013910,PSR
OFAS013917,Psf3
OFAS013916,CG17768
OFAS013915,Grip163
OFAS009730,CG1965
OFAS017493,Arf102F
OFAS017078,CG3081
OFAS017070,CG14968
OFAS017072,CG12009
OFAS008378,mRpL35
OFAS017074,WDR79
OFAS017075,Ctf4
OFAS017077,mRpS26
OFAS019254,AstA
OFAS016535,NoSymbolFound
OFAS015812,ssp7
OFAS000499,CG18598
OFAS017117,Mid1
OFAS017110,X11Lbeta
OFAS000494,Syt4
OFAS017118,Nadsyn
OFAS003535,Amnionless
OFAS003536,Eaat2
OFAS006720,SmE
OFAS006721,CG7102
OFAS012320,CG17781
OFAS006729,Brca2
OFAS008619,Snp
OFAS005269,l(3)72Dn
OFAS008346,CG4829
OFAS008611,mRpL22
OFAS008344,CG4951
OFAS008345,Dref
OFAS008342,Dbp73D
OFAS008341,PIG-Z
OFAS001978,Als2
OFAS001979,dbo
OFAS001973,Wdr24
OFAS016300,RpS29
OFAS016302,pds5
OFAS016305,NoSymbolFound
OFAS014796,Galphaq
OFAS016244,CG9083
OFAS013366,Npc2c
OFAS013360,zyd
OFAS013361,CG12061
OFAS013363,NoSymbolFound
OFAS014867,mbo
OFAS014860,flfl
OFAS014869,Oatp30B
OFAS001393,wtrw
OFAS001390,ArgRS-m
OFAS001396,CG16812
OFAS001394,Actn
OFAS009565,CG10984
OFAS000378,spn-B
OFAS000373,NoSymbolFound
OFAS001028,CG12213
OFAS001024,grnd
OFAS007556,TrpRS-m
OFAS001026,CycE
OFAS001027,Smyd4-2
OFAS001022,CG11498
OFAS002281,Fdx1
OFAS002280,CG13675
OFAS002287,per
OFAS002286,DCP2
OFAS002289,PpD3
OFAS004616,pHCl-1
OFAS019042,NoSymbolFound
OFAS019047,tna
OFAS004619,CG14892
OFAS019045,ncm
OFAS012097,Fem-1
OFAS012096,Vdup1
OFAS012091,NaCP60E
OFAS011219,CG8176
OFAS012099,CG11044
OFAS011213,Epg5
OFAS011210,Gpdh1
OFAS011211,CG9760
OFAS016938,CG42381
OFAS016932,oys
OFAS016933,ETHR
OFAS016930,Ude
OFAS016931,Xport-B
OFAS010031,CG13699
OFAS010030,CG7330
OFAS010033,CG32017
OFAS003889,Marcal1
OFAS003885,Blos1
OFAS003880,CG17646
OFAS018478,Acp53C14b
OFAS013760,CG5776
OFAS013761,Atg12
OFAS018002,Cpr100A
OFAS002463,CG32533
OFAS017685,Sras
OFAS017683,CycA
OFAS017682,fln
OFAS017688,Upf1
OFAS011540,RpS8
OFAS005878,Hlc
OFAS005872,lic
OFAS005871,mRpL28
OFAS005870,CG8289
OFAS005876,prel
OFAS005875,TfIIA-S
OFAS008610,CG14818
OFAS018795,CG9150
OFAS018796,Octalpha2R
OFAS006119,CG32590
OFAS006118,SA
OFAS006111,CCT6
OFAS006110,Sec61alpha
OFAS006112,bonsai
OFAS014400,GAPsec
OFAS014269,kek6
OFAS014265,Suv3
OFAS014263,CG13842
OFAS002846,Max
OFAS011923,CG9302
OFAS010911,CG17321
OFAS018570,Erk7
OFAS018573,Osi17
OFAS009755,mrn
OFAS001547,Hpd
OFAS017329,Rtf1
OFAS011849,eIF3i
OFAS004252,CG2162
OFAS004253,egh
OFAS011846,CG8379
OFAS011844,CG5880
OFAS004052,Lip3
OFAS004054,otk
OFAS014655,CG13442
OFAS014654,CG31224
OFAS014657,Rbsn-5
OFAS004059,CG9667
OFAS014651,Abp1
OFAS014650,Rae1
OFAS014653,CG4884
OFAS000610,CG9068
OFAS000613,thoc5
OFAS007646,stumps
OFAS000967,iav
OFAS000617,Tao
OFAS000618,MED24
OFAS007648,CG30069
OFAS008426,shrb
OFAS008425,NoSymbolFound
OFAS009828,Tbh
OFAS008421,CG4511
OFAS009825,obst-A
OFAS008429,slp2
OFAS003703,CG17826
OFAS009775,Sep4
OFAS009770,Marf
OFAS009771,RfC3
OFAS009772,CG4678
OFAS003704,CG10657
OFAS012305,cnc
OFAS007396,RpL26
OFAS012301,Sik3
OFAS007391,Fur2
OFAS012309,Fancl
OFAS012308,Strn-Mlck
OFAS009672,TpnC25D
OFAS017302,Pal2
OFAS008282,CG3149
OFAS008281,Tango5
OFAS008280,CG4743
OFAS017306,CG6638
OFAS017307,Zasp66
OFAS017304,CG5850
OFAS008284,asf1
OFAS008289,Pp2A-29B
OFAS017309,NoSymbolFound
OFAS001561,CG3781
OFAS001560,Ir60b
OFAS001563,PIP5K59B
OFAS001562,GLaz
OFAS001565,CIA30
OFAS001564,mRpS18A
OFAS001569,CG8031
OFAS017758,CG34408
OFAS005015,CG6184
OFAS005017,ValRS
OFAS005016,CG17333
OFAS005011,Bmcp
OFAS005013,Kap3
OFAS005012,EMC5
OFAS015651,CG9890
OFAS005019,CheA7a
OFAS015654,NoSymbolFound
OFAS001704,Oga
OFAS003622,Vha36-1
OFAS009489,Reps
OFAS009487,firl
OFAS009485,Mppe
OFAS009482,mago
OFAS006939,Mettl14
OFAS006936,capt
OFAS006935,Naprt
OFAS006281,Phb2
OFAS006280,CG42375
OFAS013557,Ms
OFAS001726,MED10
OFAS014018,Dhod
OFAS014013,CG14613
OFAS014011,CG8419
OFAS014010,CG34195
OFAS014017,Nsun2
OFAS011535,GABA-B-R2
OFAS011020,PIG-N
OFAS007880,WRNexo
OFAS007883,CG9804
OFAS011029,sowah
OFAS011028,CycD
OFAS015224,MSBP
OFAS003483,Ggamma30A
OFAS016545,Rala
OFAS004863,CG12321
OFAS004862,sl
OFAS004867,GatB
OFAS004866,msk
OFAS004865,eIF2beta
OFAS004869,CG7536
OFAS010779,CG31690
OFAS002133,CG12567
OFAS002132,PIG-P
OFAS010770,Nplp1
OFAS010771,Su(P)
OFAS010776,CG6227
OFAS010774,Ing3
OFAS013979,sol
OFAS019562,CG42324
OFAS019565,CG7382
OFAS006933,Fer2LCH
OFAS018216,CG13339
OFAS017097,Spp
OFAS017098,CG42638
OFAS007284,Ns2
OFAS003559,Lnpk
OFAS006700,CG31816
OFAS006701,CG14551
OFAS006702,CG45105
OFAS003555,bbg
OFAS006705,CG3253
OFAS006706,RpL10Ab
OFAS006707,ReepB
OFAS008360,Irp-1B
OFAS005241,Crz
OFAS008364,slv
OFAS005245,NfI
OFAS005248,CG34200
OFAS008369,Cdk12
OFAS003746,Pbgs
OFAS015822,Vps16B
OFAS001954,pdm3
OFAS001956,smal
OFAS015829,NoSymbolFound
OFAS016322,mthl3
OFAS016321,l(2)37Cc
OFAS016320,PIG-T
OFAS016326,ed
OFAS016328,capu
OFAS000329,Rpb12
OFAS015793,Xxylt
OFAS015792,Nuak1
OFAS015790,Slbp
OFAS013309,aop
OFAS013306,Vti1b
OFAS013305,INPP5E
OFAS016222,26-29-p
OFAS013303,Vamp7
OFAS013300,fz
OFAS004269,Pfk
OFAS004268,TRAM
OFAS004261,dos
OFAS014845,Muc14A
OFAS007079,rtet
OFAS007078,CG9815
OFAS007070,Rfx
OFAS007073,RanGAP
OFAS007076,Uch-L5
OFAS009011,IFT52
OFAS009010,CG14079
OFAS009012,Sas10
OFAS009015,CG10418
OFAS009014,Lmx1a
OFAS009019,CG13151
OFAS002738,dsd
OFAS010122,Thd1
OFAS000393,Nos
OFAS000395,D12
OFAS000398,CG2811
OFAS004678,CG9004
OFAS004674,His2Av
OFAS004675,SPARC
OFAS004672,CG7512
OFAS004673,Lsd-2
OFAS004670,cas
OFAS016904,CG17841
OFAS016556,CG7600
OFAS011231,Socs36E
OFAS011232,comm3
OFAS011234,Slob
OFAS011238,Cap-D2
OFAS010541,CG3225
OFAS010016,pasi1
OFAS010543,CG13625
OFAS010014,Fas2
OFAS010545,SkpA
OFAS010546,CG14104
OFAS016914,Sod3
OFAS016911,CG9705
OFAS010018,CG43102
OFAS007867,dl
OFAS005818,CG10467
OFAS006441,CG31760
OFAS011494,CG14321
OFAS011496,Pmi
OFAS005811,ric8a
OFAS011491,qless
OFAS005813,Ndc80
OFAS018773,Cln3
OFAS013896,Ect3
OFAS006136,scrib
OFAS013892,NoSymbolFound
OFAS006132,Taldo
OFAS013891,CG8800
OFAS016448,CG43184
OFAS014206,CG10264
OFAS014207,CG10407
OFAS014204,CG12107
OFAS014202,mRpL52
OFAS014200,MED31
OFAS015077,rdgA
OFAS018514,Ocrl
OFAS018510,CG4962
OFAS013098,ChT
OFAS013099,mEFTu2
OFAS016157,pcm
OFAS013092,kto
OFAS011829,CG13663
OFAS016159,CG7430
OFAS011823,Pih1D1
OFAS000809,Vha100-2
OFAS000805,how
OFAS008246,eIF3g1
OFAS004075,CG8777
OFAS014674,NoSymbolFound
OFAS014673,mei-218
OFAS004071,Crk
OFAS004072,CG7789
OFAS014670,CG6659
OFAS004078,Nckx30C
OFAS000946,CG14182
OFAS007667,rols
OFAS000942,mub
OFAS007669,Bub3
OFAS009847,CG11070
OFAS009844,heix
OFAS002897,CG42458
OFAS009842,raptor
OFAS009843,CG17141
OFAS009849,tra2
OFAS004386,EMC7
OFAS004387,tou
OFAS004384,CG10803
OFAS004385,Surf6
OFAS004382,tow
OFAS004383,CG11858
OFAS004380,CG34174
OFAS004381,GABA-B-R1
OFAS012328,mmd
OFAS000497,nrm
OFAS012853,CG7484
OFAS012855,SmD3
OFAS012856,CG8372
OFAS009674,flr
OFAS005385,CG2016
OFAS017326,CG32982
OFAS005386,CG1124
OFAS005381,ringer
OFAS005380,Ntan1
OFAS005383,CG6700
OFAS001541,CG8078
OFAS005389,ZnT49B
OFAS001546,CG1847
OFAS001545,CG9119
OFAS009670,colt
OFAS009719,GlyS
OFAS009714,Alg11
OFAS009715,dia
OFAS009712,CG6094
OFAS009713,CG10254
OFAS000230,Cyp6a13
OFAS000234,MESR4
OFAS000235,RpL6
OFAS017364,Cpsf6
OFAS015678,kek2
OFAS001728,Sf3b3
OFAS001727,CG8768
OFAS015675,Tm2
OFAS015676,CG34161
OFAS001723,CG7806
OFAS015671,CG6325
OFAS001721,bark
OFAS001720,CG15643
OFAS005821,Srrm234
OFAS005822,sprt
OFAS017366,CG1504
OFAS005824,bond
OFAS008817,P32
OFAS005534,His2A:CG31618
OFAS008815,TpnC47D
OFAS013535,BI-1
OFAS013537,Mrtf
OFAS013536,NoSymbolFound
OFAS013530,CaMKII
OFAS013533,sd
OFAS008632,CG7339
OFAS013538,vari
OFAS014079,CG41520
OFAS011008,CG11539
OFAS011007,Dad1
OFAS014076,L2HGDH
OFAS014071,CG1575
OFAS011550,CG13972
OFAS011000,Cht5
OFAS007860,cact
OFAS007861,Stip1
OFAS007866,CG1637
OFAS015248,CG8155
OFAS007864,emb
OFAS007865,bdl
OFAS015241,FER
OFAS015240,eIF2Balpha
OFAS005322,CG17669
OFAS002565,cyst
OFAS008240,CG13369
OFAS002560,Trpm
OFAS002563,CG15651
OFAS012668,cdm
OFAS004806,CG12081
OFAS004801,tsu
OFAS004800,rdo
OFAS012662,escl
OFAS012661,CG11722
OFAS004809,Tom40
OFAS012664,CG14285
