GeneName_TC	GeneName_OGid	Ortholog_id_symb	Dmel_paralogs	Dmel_paralogs_ids	Dmel_paralogs_Symbols	listOfParalogsIfAny	ifParalogHasOrtholog_id_symb	Dmel_Pparalogs	Dmel_Pparalogs_ids	Dmel_Pparalogs_Symbols
AGAP007470	7165:001a46	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP007471	7165:001a47	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP007472	7165:001a48	7227:000771__FBgn0023001/melt	NoParalogs	-	-	-	-	-	-	-
AGAP007473	7165:001a49	7227:000517__FBgn0013269/Fkbp39	NoParalogs	-	-	-	-	-	-	-
AGAP007474	7165:001a4a	7227:00311d__FBgn0260442/rhea	NoParalogs	-	-	-	-	-	-	-
AGAP007475	7165:001a4b	7227:001a43__FBgn0035588/CG10672	NoParalogs	-	-	-	-	-	-	-
AGAP007476	7165:001a4c	7227:001a45__FBgn0035590/Prpk	NoParalogs	-	-	-	-	-	-	-
AGAP007477	7165:001a4d	7227:0031a0__FBgn0260985/RfC4	NoParalogs	-	-	-	-	-	-	-
AGAP007478	7165:001a4e	7227:00027c__FBgn0003520/stau	NoParalogs	-	-	-	-	-	-	-
AGAP007479	7165:001a4f	7227:001ba8__FBgn0036157/CG7560	NoParalogs	-	-	-	-	-	-	-
AGAP007480	7165:001a50	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP007481	7165:001a51	7227:00279a__FBgn0043001/Chrac-16	NoParalogs	-	-	-	-	-	-	-
AGAP007482	7165:001a52	7227:001ab0__FBgn0035762/Rint1	NoParalogs	-	-	-	-	-	-	-
AGAP007483	7165:001a53	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP007484	7165:001a54	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP007485	7165:001a55	7227:0017d5__FBgn0034626/CG10795	NoParalogs	-	-	-	-	-	-	-
AGAP007486	7165:001a56	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP007487	7165:001a57	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP007488	7165:001a58	7227:00153f__FBgn0033628/CG13203	NoParalogs	-	-	-	-	-	-	-
AGAP007489	7165:001a59	7227:00330b__FBgn0262169/magu	NoParalogs	-	-	-	-	-	-	-
AGAP007490	7165:001a5a	7227:000e78__FBgn0030889/CG15373	NoParalogs	-	-	-	-	-	-	-
AGAP007491	7165:001a5b	7227:0015be__FBgn0033814/Qsox1	NoParalogs	-	-	-	-	-	-	-
AGAP007492	7165:001a5c	7227:001ada__FBgn0035827/Srp9	NoParalogs	-	-	-	-	-	-	-
AGAP007493	7165:001a5d	7227:001160__FBgn0032014/CG7840	NoParalogs	-	-	-	-	-	-	-
AGAP007494	7165:001a5e	7227:000803__FBgn0024754/Flo1	NoParalogs	-	-	-	-	-	-	-
AGAP007495	7165:001a5f	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP007496	7165:001a60	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP007497	7165:001a61	7227:00244e__FBgn0039386/CG5948	NoParalogs	-	-	-	-	-	-	-
AGAP007498	7165:001a62	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP007499	7165:001a63	7227:001598__FBgn0033755/ClC-b	NoParalogs	-	-	-	-	-	-	-
AGAP007500	7165:001a64	7227:0003ff__FBgn0010238/Lac	NoParalogs	-	-	-	-	-	-	-
AGAP007501	7165:001a65	7227:000888__FBgn0025712/CG13920	NoParalogs	-	-	-	-	-	-	-
AGAP007502	7165:001a66	7227:000301__FBgn0004378/Klp61F	NoParalogs	-	-	-	-	-	-	-
AGAP007503	7165:001a67	7227:002f2f__FBgn0085451/htk	NoParalogs	-	-	-	-	-	-	-
AGAP007504	7165:001a68	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP007505	7165:001a69	7227:002292__FBgn0038738/CG4572	NoParalogs	-	-	-	-	-	-	-
AGAP007506	7165:001a6a	7227:000f7b__FBgn0031286/CG3862	NoParalogs	-	-	-	-	-	-	-
AGAP007507	7165:001a6b	7227:000fa6__FBgn0031357/mRpL48	NoParalogs	-	-	-	-	-	-	-
AGAP007508	7165:001a6c	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP007509	7165:001a6d	7227:000861__FBgn0025621/CG16989	NoParalogs	-	-	-	-	-	-	-
AGAP007510	7165:001a6e	7227:002908__FBgn0050467/CG30467	NoParalogs	-	-	-	-	-	-	-
AGAP007511	7165:001a6f	7227:002b47__FBgn0052344/CG32344	NoParalogs	-	-	-	-	-	-	-
AGAP007512	7165:001a70	7227:0002ff__FBgn0004373/fwd	NoParalogs	-	-	-	-	-	-	-
AGAP007513	7165:001a71	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP007514	7165:001a72	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP007515	7165:001a73	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP007516	7165:001a74	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP007517	7165:001a75	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP007518	7165:001a76	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP007519	7165:001a77	7227:0024ba__FBgn0039555/mRpS22	NoParalogs	-	-	-	-	-	-	-
AGAP007520	7165:001a78	7227:002b22__FBgn0052250/PMP34	NoParalogs	-	-	-	-	-	-	-
AGAP007521	7165:001a79	7227:00318a__FBgn0260936/scny	NoParalogs	-	-	-	-	-	-	-
AGAP007522	7165:001a7a	7227:0001df__FBgn0003008/or	NoParalogs	-	-	-	-	-	-	-
AGAP007523	7165:001a7b	7227:0035a6__FBgn0265434/zip	NoParalogs	-	-	-	-	-	-	-
AGAP007524	7165:001a7c	7227:001e12__FBgn0037026/CG3634	NoParalogs	-	-	-	-	-	-	-
AGAP007525	7165:001a7d	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP007529	7165:001a7e	7227:0031de__FBgn0261284/bou	NoParalogs	-	-	-	-	-	-	-
AGAP007530	7165:001a7f	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP007531	7165:001a80	7227:0025d5__FBgn0039993/CG17691	NoParalogs	-	-	-	-	-	-	-
AGAP007532	7165:001a81	7227:00030c__FBgn0004397/Vinc	NoParalogs	-	-	-	-	-	-	-
AGAP007533	7165:001a82	7227:0001c5__FBgn0002905/DNApol-theta	NoParalogs	-	-	-	-	-	-	-
AGAP013228	7165:002f92	7227:0023a5__FBgn0039145/CG6000	NoParalogs	-	-	-	-	-	-	-
AGAP007534	7165:001a83	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP007535	7165:001a84	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP007536	7165:001a85	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP007537	7165:001a86	7227:001d6e__FBgn0036814/CG14073	NoParalogs	-	-	-	-	-	-	-
AGAP007538	7165:001a87	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP007539	7165:001a88	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP007540	7165:001a89	7227:000f90__FBgn0031314/IntS14	NoParalogs	-	-	-	-	-	-	-
AGAP007541	7165:001a8a	7227:001e22__FBgn0037051/CG10565	NoParalogs	-	-	-	-	-	-	-
AGAP007542	7165:001a8b	7227:001971__FBgn0035251/Vta1	NoParalogs	-	-	-	-	-	-	-
AGAP007543	7165:001a8c	7227:00262d__FBgn0040308/Jafrac2	NoParalogs	-	-	-	-	-	-	-
AGAP007544	7165:001a8d	7227:001502__FBgn0033526/Caf1-105	NoParalogs	-	-	-	-	-	-	-
AGAP007545	7165:001a8e	7227:000568__FBgn0013997/Nrx-IV	NoParalogs	-	-	-	-	-	-	-
AGAP007546	7165:001a8f	7227:002add__FBgn0052099/CG32099	NoParalogs	-	-	-	-	-	-	-
AGAP007547	7165:001a90	7227:001bee__FBgn0036259/CG9760	NoParalogs	-	-	-	-	-	-	-
AGAP007548	7165:001a91	7227:001bef__FBgn0036260/Rh7	NoParalogs	-	-	-	-	-	-	-
AGAP007549	7165:001a92	7227:0025ad__FBgn0039896/yellow-h	NoParalogs	-	-	-	-	-	-	-
AGAP007550	7165:001a93	7227:0009fd__FBgn0027843/CAH2	NoParalogs	-	-	-	-	-	-	-
AGAP007551	7165:001a94	7227:001b48__FBgn0035998/CG3437	NoParalogs	-	-	-	-	-	-	-
AGAP007552	7165:001a95	7227:0027a1__FBgn0043069/MESK4	['7227:0027a1', '7227:00299c']	['FBgn0043069', 'FBgn0051274']	['MESK4', 'CG31274']	-	-	-	-	-
AGAP007553	7165:001a96	7227:0021d8__FBgn0038460/CG18622	NoParalogs	-	-	-	-	-	-	-
AGAP007556	7165:001a97	7227:0019c8__FBgn0035410/CG14964	NoParalogs	-	-	-	-	-	-	-
AGAP007557	7165:001a98	NO ortholog	-	-	-	['7165:001a99', '7165:001a98']	7165:001a99--7227:001941__FBgn0035176/CG13905	NoParalogsParalogs	-	-
AGAP007558	7165:001a99	7227:001941__FBgn0035176/CG13905	NoParalogs	-	-	-	-	-	-	-
AGAP007560	7165:001a9a	7227:001994__FBgn0035308/CG15822	NoParalogs	-	-	-	-	-	-	-
AGAP007562	7165:001a9b	7227:002b40__FBgn0052311/zormin	NoParalogs	-	-	-	-	-	-	-
AGAP007563	7165:001a9c	7227:002fc9__FBgn0086906/sls	NoParalogs	-	-	-	-	-	-	-
AGAP007564	7165:001a9d	7227:001d54__FBgn0036780/CG7330	NoParalogs	-	-	-	-	-	-	-
AGAP007565	7165:001a9e	7227:000169__FBgn0002174/CG5504	NoParalogs	-	-	-	-	-	-	-
AGAP007566	7165:001a9f	7227:00036b__FBgn0004832/Xpac	NoParalogs	-	-	-	-	-	-	-
AGAP007567	7165:001aa0	7227:0014e4__FBgn0033476/oys	NoParalogs	-	-	-	-	-	-	-
AGAP007568	7165:001aa1	7227:0030b7__FBgn0259876/Cap-G	NoParalogs	-	-	-	-	-	-	-
AGAP007569	7165:001aa2	7227:0032aa__FBgn0261858/Mzt1	NoParalogs	-	-	-	-	-	-	-
AGAP007570	7165:001aa3	7227:0014e1__FBgn0033473/CG12128	NoParalogs	-	-	-	-	-	-	-
AGAP007571	7165:001aa4	7227:0014e3__FBgn0033475/CG12129	NoParalogs	-	-	-	-	-	-	-
AGAP007572	7165:001aa5	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP007573	7165:001aa6	7227:0018bc__FBgn0034976/CG4049	NoParalogs	-	-	-	-	-	-	-
AGAP007574	7165:001aa7	7227:000daf__FBgn0030605/ND-B18	NoParalogs	-	-	-	-	-	-	-
AGAP007575	7165:001aa8	7227:001e39__FBgn0037087/CG7519	NoParalogs	-	-	-	-	-	-	-
AGAP007576	7165:001aa9	7227:001a8c__FBgn0035703/CG8270	NoParalogs	-	-	-	-	-	-	-
AGAP007577	7165:001aaa	7227:002dad__FBgn0054015/CG34015	NoParalogs	-	-	-	-	-	-	-
AGAP007578	7165:001aab	7227:001a8d__FBgn0035704/Vps8	NoParalogs	-	-	-	-	-	-	-
AGAP007579	7165:001aac	7227:0031c3__FBgn0261111/BHD	NoParalogs	-	-	-	-	-	-	-
AGAP007580	7165:001aad	7227:001aaa__FBgn0035753/RpL18	NoParalogs	-	-	-	-	-	-	-
AGAP007581	7165:001aae	7227:0019be__FBgn0035392/CG1271	NoParalogs	-	-	-	-	-	-	-
AGAP007582	7165:001aaf	7227:0001c7__FBgn0002909/mus312	NoParalogs	-	-	-	-	-	-	-
AGAP007583	7165:001ab0	7227:000fc7__FBgn0031412/CG16995	NoParalogs	-	-	-	-	-	-	-
AGAP007584	7165:001ab1	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP007585	7165:001ab2	7227:003274__FBgn0261698/SLO2	NoParalogs	-	-	-	-	-	-	-
AGAP013138	7165:002f38	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP007586	7165:001ab3	7227:0014b5__FBgn0033401/Cog6	NoParalogs	-	-	-	-	-	-	-
AGAP007587	7165:001ab4	7227:000704__FBgn0020621/Pkn	NoParalogs	-	-	-	-	-	-	-
AGAP007588	7165:001ab5	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP007589	7165:001ab6	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP007590	7165:001ab7	7227:002e5a__FBgn0083977/CG34141	NoParalogs	-	-	-	-	-	-	-
AGAP007591	7165:001ab8	7227:0028bc__FBgn0050343/Tsen15	NoParalogs	-	-	-	-	-	-	-
AGAP007592	7165:001ab9	7227:0006bb__FBgn0019968/Khc-73	NoParalogs	-	-	-	-	-	-	-
AGAP007593	7165:001aba	7227:0000fc__FBgn0001128/Gpdh1	NoParalogs	-	-	-	-	-	-	-
AGAP007594	7165:001abb	7227:003085__FBgn0259707/CG42361	NoParalogs	-	-	-	-	-	-	-
AGAP007595	7165:001abc	7227:0030a5__FBgn0259742/CG42360	NoParalogs	-	-	-	-	-	-	-
AGAP007596	7165:001abd	7227:000544__FBgn0013726/pnut	NoParalogs	-	-	-	-	-	-	-
AGAP007597	7165:001abe	7227:001411__FBgn0033140/CG12836	NoParalogs	-	-	-	-	-	-	-
AGAP007598	7165:001abf	7227:0015a3__FBgn0033773/Mos	NoParalogs	-	-	-	-	-	-	-
AGAP007599	7165:001ac0	7227:000932__FBgn0026619/Taz	NoParalogs	-	-	-	-	-	-	-
AGAP007600	7165:001ac1	7227:0028f1__FBgn0050421/Usp15-31	NoParalogs	-	-	-	-	-	-	-
AGAP007601	7165:001ac2	7227:00165e__FBgn0034063/CG8389	NoParalogs	-	-	-	-	-	-	-
AGAP007602	7165:001ac3	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP007603	7165:001ac4	7227:003608__FBgn0266420/Ote	NoParalogs	-	-	-	-	-	-	-
AGAP007604	7165:001ac5	7227:0018ad__FBgn0034959/Xxylt	NoParalogs	-	-	-	-	-	-	-
AGAP007605	7165:001ac6	7227:001735__FBgn0034400/CG15099	NoParalogs	-	-	-	-	-	-	-
AGAP007606	7165:001ac7	7227:0014dc__FBgn0033466/NoSymb	NoParalogs	-	-	-	-	-	-	-
AGAP007607	7165:001ac8	7227:00144d__FBgn0033240/CG2906	NoParalogs	-	-	-	-	-	-	-
AGAP007608	7165:001ac9	7227:0004cf__FBgn0011656/Mef2	NoParalogs	-	-	-	-	-	-	-
AGAP007609	7165:001aca	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP007610	7165:001acb	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP007611	7165:001acc	7227:001847__FBgn0034797/nahoda	NoParalogs	-	-	-	-	-	-	-
AGAP007612	7165:001acd	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP007613	7165:001ace	7227:00164a__FBgn0034030/CG8192	NoParalogs	-	-	-	-	-	-	-
AGAP007614	7165:001acf	7227:002dde__FBgn0061198/HSPC300	NoParalogs	-	-	-	-	-	-	-
AGAP007615	7165:001ad0	7227:002f16__FBgn0085419/Rgk2	NoParalogs	-	-	-	-	-	-	-
AGAP007616	7165:001ad1	7227:000212__FBgn0003174/pwn	NoParalogs	-	-	-	-	-	-	-
AGAP007617	7165:001ad2	7227:001417__FBgn0033155/Br140	NoParalogs	-	-	-	-	-	-	-
AGAP007618	7165:001ad3	7227:001843__FBgn0034793/asrij	NoParalogs	-	-	-	-	-	-	-
AGAP007619	7165:001ad4	7227:0030e3__FBgn0259979/Cndp2	NoParalogs	-	-	-	-	-	-	-
AGAP007620	7165:001ad5	7227:0002eb__FBgn0004179/Csp	NoParalogs	-	-	-	-	-	-	-
AGAP007621	7165:001ad6	7227:0026ca__FBgn0040773/COX7C	NoParalogs	-	-	-	-	-	-	-
AGAP007622	7165:001ad7	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP007623	7165:001ad8	7227:000726__FBgn0021760/chb	NoParalogs	-	-	-	-	-	-	-
AGAP007624	7165:001ad9	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP007625	7165:001ada	7227:00200d__FBgn0037777/CG11722	NoParalogs	-	-	-	-	-	-	-
AGAP007626	7165:001adb	7227:0009a2__FBgn0027524/CG3909	NoParalogs	-	-	-	-	-	-	-
AGAP007627	7165:001adc	7227:003231__FBgn0261555/CG42673	NoParalogs	-	-	-	-	-	-	-
AGAP007628	7165:001add	7227:001b55__FBgn0036017/NoSymb	NoParalogs	-	-	-	-	-	-	-
AGAP007629	7165:001ade	7227:00367f__FBgn0267348/LanB2	NoParalogs	-	-	-	-	-	-	-
AGAP007630	7165:001adf	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP007631	7165:001ae0	7227:00267a__FBgn0040507/ACXD	NoParalogs	-	-	-	-	-	-	-
AGAP007632	7165:001ae1	7227:001b4e__FBgn0036008/CG3408	NoParalogs	-	-	-	-	-	-	-
AGAP007633	7165:001ae2	7227:001b4d__FBgn0036007/path	NoParalogs	-	-	-	-	-	-	-
AGAP007634	7165:001ae3	7227:001461__FBgn0033272/RagC-D	NoParalogs	-	-	-	-	-	-	-
AGAP007635	7165:001ae4	7227:001263__FBgn0032404/RpL7-like	NoParalogs	-	-	-	-	-	-	-
AGAP007636	7165:001ae5	7227:00346b__FBgn0263593/Lpin	NoParalogs	-	-	-	-	-	-	-
AGAP007637	7165:001ae6	7227:0018dd__FBgn0035025/uri	NoParalogs	-	-	-	-	-	-	-
AGAP007638	7165:001ae7	7227:0016ea__FBgn0034277/OstDelta	NoParalogs	-	-	-	-	-	-	-
AGAP007639	7165:001ae8	NO ortholog	-	-	-	['7165:000165', '7165:000c8d', '7165:001ae8']	-	-	-	-
AGAP007640	7165:001ae9	7227:000257__FBgn0003396/shn	NoParalogs	-	-	-	-	-	-	-
AGAP007641	7165:001aea	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP007642	7165:001aeb	7227:0001f3__FBgn0003071/Pfk	NoParalogs	-	-	-	-	-	-	-
AGAP007643	7165:001aec	7227:000391__FBgn0004907/14-3-3zeta	NoParalogs	-	-	-	-	-	-	-
AGAP007644	7165:001aed	7227:0014eb__FBgn0033485/RpLP0-like	NoParalogs	-	-	-	-	-	-	-
AGAP007645	7165:001aee	7227:00172e__FBgn0034391/CG15080	NoParalogs	-	-	-	-	-	-	-
AGAP007646	7165:001aef	7227:00172c__FBgn0034389/Mctp	NoParalogs	-	-	-	-	-	-	-
AGAP007647	7165:001af0	7227:00307a__FBgn0259682/Jabba	NoParalogs	-	-	-	-	-	-	-
AGAP007648	7165:001af1	7227:0001fb__FBgn0003090/pk	NoParalogs	-	-	-	-	-	-	-
AGAP007649	7165:001af2	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP007650	7165:001af3	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP007651	7165:001af4	7227:001415__FBgn0033153/Gadd45	NoParalogs	-	-	-	-	-	-	-
AGAP007652	7165:001af5	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP007653	7165:001af6	7227:0014b0__FBgn0033391/CG8026	NoParalogs	-	-	-	-	-	-	-
AGAP007654	7165:001af7	7227:000186__FBgn0002567/Rab32	NoParalogs	-	-	-	-	-	-	-
AGAP007655	7165:001af8	7227:00004d__FBgn0000241/bw	NoParalogs	-	-	-	-	-	-	-
AGAP007656	7165:001af9	7227:000645__FBgn0015903/apt	NoParalogs	-	-	-	-	-	-	-
AGAP007657	7165:001afa	7227:000440__FBgn0010415/Sdc	NoParalogs	-	-	-	-	-	-	-
AGAP007658	7165:001afb	7227:0015ab__FBgn0033784/SCCRO3	NoParalogs	-	-	-	-	-	-	-
AGAP007659	7165:001afc	7227:00290b__FBgn0050471/CG30471	NoParalogs	-	-	-	-	-	-	-
AGAP007660	7165:001afd	7227:0018aa__FBgn0034956/CG4324	NoParalogs	-	-	-	-	-	-	-
AGAP007661	7165:001afe	7227:001821__FBgn0034735/CG4610	NoParalogs	-	-	-	-	-	-	-
AGAP007662	7165:001aff	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP007663	7165:001b00	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP007664	7165:001b01	7227:00109d__FBgn0031723/CG7251	NoParalogs	-	-	-	-	-	-	-
AGAP007665	7165:001b02	7227:000e10__FBgn0030740/CG9917	NoParalogs	-	-	-	-	-	-	-
AGAP007666	7165:001b03	7227:0020d8__FBgn0038088/CG10126	NoParalogs	-	-	-	-	-	-	-
AGAP007667	7165:001b04	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP007668	7165:001b05	7227:000b58__FBgn0029629/eIF3g1	NoParalogs	-	-	-	-	-	-	-
AGAP007669	7165:001b06	7227:0000de__FBgn0000826/png	NoParalogs	-	-	-	-	-	-	-
AGAP007670	7165:001b07	7227:00143c__FBgn0033210/U2A	NoParalogs	-	-	-	-	-	-	-
AGAP007671	7165:001b08	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP007672	7165:001b09	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP007673	7165:001b0a	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP007674	7165:001b0b	7227:000456__FBgn0010504/kermit	NoParalogs	-	-	-	-	-	-	-
AGAP007675	7165:001b0c	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP007676	7165:001b0d	7227:001753__FBgn0034439/CG10062	NoParalogs	-	-	-	-	-	-	-
AGAP007677	7165:001b0e	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP007678	7165:001b0f	7227:00174f__FBgn0034435/fest	NoParalogs	-	-	-	-	-	-	-
AGAP007679	7165:001b10	7227:002dbe__FBgn0054045/CG34045	NoParalogs	-	-	-	-	-	-	-
AGAP007680	7165:001b11	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP013037	7165:002ed3	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP007681	7165:001b12	7227:003539__FBgn0264753/Rgk1	NoParalogs	-	-	-	-	-	-	-
AGAP007682	7165:001b13	7227:000ba7__FBgn0029756/CG3309	NoParalogs	-	-	-	-	-	-	-
AGAP007683	7165:001b14	7227:001809__FBgn0034708/Vps35	NoParalogs	-	-	-	-	-	-	-
AGAP007684	7165:001b15	7227:00180a__FBgn0034709/Swim	NoParalogs	-	-	-	-	-	-	-
AGAP007685	7165:001b16	7227:00287b__FBgn0050115/GEFmeso	NoParalogs	-	-	-	-	-	-	-
AGAP007686	7165:001b17	7227:00115f__FBgn0032013/Scgalpha	NoParalogs	-	-	-	-	-	-	-
AGAP007687	7165:001b18	7227:0018a9__FBgn0034951/CG3860	NoParalogs	-	-	-	-	-	-	-
AGAP007688	7165:001b19	7227:0018a8__FBgn0034950/Pask	NoParalogs	-	-	-	-	-	-	-
AGAP007689	7165:001b1a	7227:0007f8__FBgn0024542/Neos	NoParalogs	-	-	-	-	-	-	-
AGAP007690	7165:001b1b	7227:000514__FBgn0012058/Cdc27	NoParalogs	-	-	-	-	-	-	-
AGAP007691	7165:001b1c	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP007692	7165:001b1d	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP007693	7165:001b1e	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP007696	7165:001b1f	7227:0000bb__FBgn0000575/emc	NoParalogs	-	-	-	-	-	-	-
AGAP007698	7165:001b20	7227:000528__FBgn0013343/Syx1A	NoParalogs	-	-	-	-	-	-	-
AGAP007699	7165:001b21	7227:0006c8__FBgn0020255/Ran	NoParalogs	-	-	-	-	-	-	-
AGAP007700	7165:001b22	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP007701	7165:001b23	7227:0015cd__FBgn0033842/cbc	NoParalogs	-	-	-	-	-	-	-
AGAP007702	7165:001b24	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP007703	7165:001b25	7227:001b69__FBgn0036052/CG10809	NoParalogs	-	-	-	-	-	-	-
AGAP007704	7165:001b26	7227:001bcb__FBgn0036207/CG10907	NoParalogs	-	-	-	-	-	-	-
AGAP007705	7165:001b27	7227:001a1a__FBgn0035532/CG15014	NoParalogs	-	-	-	-	-	-	-
AGAP007706	7165:001b28	7227:0004da__FBgn0011692/pav	NoParalogs	-	-	-	-	-	-	-
AGAP007707	7165:001b29	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP007708	7165:001b2a	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP007709	7165:001b2b	7227:000243__FBgn0003353/sei	NoParalogs	-	-	-	-	-	-	-
AGAP007710	7165:001b2c	7227:0031f5__FBgn0261361/CG42638	['7227:0031f5', '7227:003332']	['FBgn0261361', 'FBgn0262516']	['CG42638', 'Trpml']	-	-	-	-	-
AGAP007711	7165:001b2d	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP007712	7165:001b2e	7227:001350__FBgn0032796/cyst	NoParalogs	-	-	-	-	-	-	-
AGAP007713	7165:001b2f	7227:001557__FBgn0033665/Zip48C	NoParalogs	-	-	-	-	-	-	-
AGAP007714	7165:001b30	7227:001a9a__FBgn0035722/CG10075	NoParalogs	-	-	-	-	-	-	-
AGAP007715	7165:001b31	7227:0034c0__FBgn0263998/Ack-like	NoParalogs	-	-	-	-	-	-	-
AGAP007716	7165:001b32	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP007717	7165:001b33	7227:0014f6__FBgn0033504/CAP	NoParalogs	-	-	-	-	-	-	-
AGAP007718	7165:001b34	7227:0014f5__FBgn0033502/CG12910	NoParalogs	-	-	-	-	-	-	-
AGAP007719	7165:001b35	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP007720	7165:001b36	7227:0014f3__FBgn0033500/Csgalnact	NoParalogs	-	-	-	-	-	-	-
AGAP007721	7165:001b37	7227:00028c__FBgn0003660/Syb	NoParalogs	-	-	-	-	-	-	-
AGAP007722	7165:001b38	7227:000756__FBgn0022708/NoSymb	NoParalogs	-	-	-	-	-	-	-
AGAP007723	7165:001b39	7227:0028fa__FBgn0050440/CG30440	NoParalogs	-	-	-	-	-	-	-
AGAP007724	7165:001b3a	7227:003581__FBgn0265191/Gyg	NoParalogs	-	-	-	-	-	-	-
AGAP007725	7165:001b3b	7227:0018dc__FBgn0035024/CG11414	NoParalogs	-	-	-	-	-	-	-
AGAP007726	7165:001b3c	7227:0028cf__FBgn0050372/Asap	NoParalogs	-	-	-	-	-	-	-
AGAP007727	7165:001b3d	7227:00145a__FBgn0033260/Cul4	NoParalogs	-	-	-	-	-	-	-
AGAP007728	7165:001b3e	7227:0013d3__FBgn0033038/CG7791	NoParalogs	-	-	-	-	-	-	-
AGAP007729	7165:001b3f	7227:000239__FBgn0003317/sax	NoParalogs	-	-	-	-	-	-	-
AGAP007730	7165:001b40	7227:001506__FBgn0033538/CG11883	NoParalogs	-	-	-	-	-	-	-
AGAP001096	7165:0003b3	7227:0025c9__FBgn0039944/CG17162	NoParalogs	-	-	-	-	-	-	-
AGAP013094	7165:002f0c	7227:002353__FBgn0039030/CG6660	NoParalogs	-	-	-	-	-	-	-
AGAP001097	7165:0003b4	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP001098	7165:0003b5	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP001099	7165:0003b6	7227:0023e2__FBgn0039227/polybromo	NoParalogs	-	-	-	-	-	-	-
AGAP001100	7165:0003b7	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP001101	7165:0003b8	7227:000b78__FBgn0029690/CG6414	NoParalogs	-	-	-	-	-	-	-
AGAP001102	7165:0003b9	7227:0008ab__FBgn0025864/Crag	NoParalogs	-	-	-	-	-	-	-
